order_id,customer_id,amount,order_status,date,segment
50056,140,63.33,completed,2024-01-02,Enterprise
50057,548,261.92,shipped,2024-01-02,B2C
50058,822,83.59,completed,2024-01-02,B2B
50059,617,72.19,completed,2024-01-02,B2B
50060,401,299.56,completed,2024-01-02,B2B
50061,314,295.9,completed,2024-01-02,Enterprise
50062,673,81.09,completed,2024-01-02,B2B
50063,657,283.01,completed,2024-01-02,B2C
50064,758,300.35,completed,2024-01-02,B2C
50065,610,97.73,shipped,2024-01-03,B2C
50066,45,25.32,pending,2024-01-03,B2C
50067,516,15.24,completed,2024-01-03,B2B
50068,863,126.13,cancelled,2024-01-03,B2C
50069,694,78.26,completed,2024-01-03,B2B
50070,125,893.12,shipped,2024-01-03,B2B
50071,147,237.03,completed,2024-01-03,B2C
50072,685,229.87,completed,2024-01-03,Enterprise
50073,217,480.98,completed,2024-01-03,B2C
50074,166,343.02,shipped,2024-01-03,SMB
50075,881,72.45,completed,2024-01-03,B2B
50076,120,42.23,shipped,2024-01-03,B2C
50077,427,220.5,completed,2024-01-03,B2C
50078,183,86.29,completed,2024-01-03,Enterprise
50079,615,111.13,completed,2024-01-03,SMB
50080,129,164.3,shipped,2024-01-03,B2B
50081,681,372.69,completed,2024-01-03,SMB
50082,753,96.47,shipped,2024-01-03,B2C
50083,303,244.4,completed,2024-01-03,B2C
50084,118,61.87,shipped,2024-01-03,B2B
50085,598,194.59,completed,2024-01-03,B2B
50086,575,15.24,completed,2024-01-03,SMB
50087,105,322.78,completed,2024-01-03,Enterprise
50088,508,19.63,completed,2024-01-03,SMB
50089,846,202.11,completed,2024-01-03,B2C
50090,331,22.1,pending,2024-01-03,B2C
50091,246,61.44,completed,2024-01-03,Enterprise
50092,625,118.14,completed,2024-01-03,B2C
50093,266,96.69,completed,2024-01-03,SMB
50094,151,46.95,completed,2024-01-03,Enterprise
50095,56,75.93,completed,2024-01-03,Enterprise
50096,577,210.13,completed,2024-01-03,B2B
50097,457,180.96,shipped,2024-01-04,B2B
50098,188,26.18,completed,2024-01-04,B2C
50099,9,221.34,shipped,2024-01-04,B2C
50100,307,23.18,completed,2024-01-04,B2C
50101,208,132.44,completed,2024-01-04,B2C
50102,540,60.18,completed,2024-01-04,B2B
50103,651,147.9,shipped,2024-01-04,B2B
50104,249,60.44,completed,2024-01-04,Enterprise
50105,388,644.54,shipped,2024-01-04,B2B
50106,452,70.6,completed,2024-01-04,B2C
50107,517,56.55,shipped,2024-01-04,B2C
50108,60,63.96,completed,2024-01-04,B2C
50109,101,355.19,completed,2024-01-04,B2B
50110,47,166.68,completed,2024-01-04,B2C
50111,83,211.78,completed,2024-01-04,B2C
50112,308,390.17,completed,2024-01-04,B2C
50113,87,379.35,completed,2024-01-04,SMB
50114,19,216.45,shipped,2024-01-04,B2C
50115,161,48.06,completed,2024-01-04,B2C
50116,161,293.08,completed,2024-01-04,B2C
50117,759,49.18,completed,2024-01-04,SMB
50118,60,218.74,completed,2024-01-04,B2C
50119,172,188.56,completed,2024-01-04,B2B
50120,471,228.37,completed,2024-01-04,B2B
50121,875,129.11,shipped,2024-01-04,B2B
50122,283,167.72,completed,2024-01-04,B2C
50123,439,474.67,completed,2024-01-04,SMB
50124,125,30.99,completed,2024-01-04,B2B
50125,23,70.41,completed,2024-01-04,B2C
50126,726,156.76,completed,2024-01-04,SMB
50127,292,513.86,completed,2024-01-04,B2B
50128,703,30.07,completed,2024-01-04,B2C
50129,315,18.42,completed,2024-01-05,SMB
50130,815,23.6,cancelled,2024-01-05,SMB
50131,235,23.07,completed,2024-01-05,B2B
50132,572,372.6,completed,2024-01-05,SMB
50133,1011,206.62,completed,2024-01-05,Unknown
50134,605,184.56,completed,2024-01-05,B2B
50135,218,125.9,pending,2024-01-05,SMB
50136,56,243.46,completed,2024-01-05,Enterprise
50137,365,40.38,completed,2024-01-05,Enterprise
50138,877,89.62,shipped,2024-01-05,SMB
50139,581,116.0,completed,2024-01-05,B2C
50140,540,32.55,cancelled,2024-01-05,B2B
50141,324,96.58,pending,2024-01-05,B2C
50142,290,72.08,completed,2024-01-05,B2C
50143,3,20.43,completed,2024-01-05,SMB
50144,141,37.06,completed,2024-01-05,Enterprise
50145,218,231.61,completed,2024-01-05,SMB
50146,464,17.73,completed,2024-01-05,B2C
50147,850,423.29,completed,2024-01-05,B2C
50148,533,28.56,pending,2024-01-05,Enterprise
50149,446,255.85,completed,2024-01-05,Enterprise
50150,188,358.33,completed,2024-01-05,B2C
50151,660,439.88,completed,2024-01-05,B2C
50152,869,318.15,pending,2024-01-05,SMB
50153,14,65.86,completed,2024-01-05,B2B
50154,1004,75.76,completed,2024-01-05,Unknown
50155,755,98.41,shipped,2024-01-05,B2B
50156,235,37.5,shipped,2024-01-05,B2B
50157,20,18.38,pending,2024-01-05,B2C
50158,467,320.02,shipped,2024-01-05,B2C
50159,748,136.16,completed,2024-01-05,B2C
50160,393,155.75,completed,2024-01-05,B2C
50161,275,407.57,completed,2024-01-06,B2C
50162,390,179.1,completed,2024-01-06,SMB
50163,656,191.09,completed,2024-01-06,B2B
50164,716,246.95,completed,2024-01-06,Enterprise
50165,201,33.55,pending,2024-01-06,B2C
50166,304,81.98,completed,2024-01-06,B2C
50167,134,532.28,completed,2024-01-06,B2C
50168,753,399.46,completed,2024-01-06,B2C
50169,891,338.22,pending,2024-01-06,SMB
50170,471,105.25,completed,2024-01-06,B2B
50171,233,306.94,completed,2024-01-06,B2C
50172,689,22.44,completed,2024-01-06,SMB
50173,819,39.12,completed,2024-01-06,B2B
50174,621,95.16,completed,2024-01-06,B2B
50175,553,114.07,pending,2024-01-06,B2C
50176,439,60.88,cancelled,2024-01-06,SMB
50177,832,81.12,cancelled,2024-01-06,B2C
50178,554,41.65,completed,2024-01-06,B2C
50179,619,115.75,pending,2024-01-06,SMB
50180,48,251.87,cancelled,2024-01-06,B2C
50181,640,177.42,pending,2024-01-06,B2C
50182,31,32.11,completed,2024-01-06,B2C
50183,598,115.29,shipped,2024-01-06,B2B
50184,753,194.42,completed,2024-01-06,B2C
50185,471,128.22,pending,2024-01-06,B2B
50186,1001,89.56,completed,2024-01-06,Unknown
50187,838,160.9,completed,2024-01-06,B2C
50188,725,534.33,cancelled,2024-01-06,B2C
50189,247,29.96,completed,2024-01-06,B2C
50190,640,89.15,completed,2024-01-06,B2C
50191,479,93.28,cancelled,2024-01-06,Enterprise
50192,689,144.05,cancelled,2024-01-06,SMB
50193,1002,39.76,completed,2024-01-07,Unknown
50194,732,44.15,pending,2024-01-07,SMB
50195,891,65.4,completed,2024-01-07,SMB
50196,664,483.09,completed,2024-01-07,B2B
50197,163,213.7,completed,2024-01-07,B2C
50198,382,177.57,completed,2024-01-07,B2C
50199,536,269.71,completed,2024-01-07,Enterprise
50200,283,35.47,completed,2024-01-07,B2C
50201,50,309.2,pending,2024-01-07,B2B
50202,1019,150.52,completed,2024-01-07,Unknown
50203,737,76.27,pending,2024-01-07,B2C
50204,72,268.8,shipped,2024-01-07,B2B
50205,257,258.35,completed,2024-01-07,Enterprise
50206,357,295.34,pending,2024-01-07,B2B
50207,619,33.41,pending,2024-01-07,SMB
50208,376,537.82,completed,2024-01-07,B2C
50209,572,496.44,completed,2024-01-07,SMB
50210,520,81.35,shipped,2024-01-07,B2B
50211,377,25.22,shipped,2024-01-07,SMB
50212,72,42.42,pending,2024-01-07,B2B
50213,605,755.69,completed,2024-01-07,B2B
50214,91,139.18,completed,2024-01-07,B2B
50215,508,81.15,completed,2024-01-07,SMB
50216,782,65.99,completed,2024-01-07,B2C
50217,790,59.56,completed,2024-01-07,Enterprise
50218,899,178.66,completed,2024-01-07,B2B
50219,61,96.55,completed,2024-01-07,B2C
50220,691,519.63,shipped,2024-01-07,B2C
50221,780,187.73,completed,2024-01-07,B2C
50222,701,250.56,completed,2024-01-07,B2C
50223,836,66.95,shipped,2024-01-07,B2C
50224,326,27.37,cancelled,2024-01-07,SMB
50225,160,115.36,completed,2024-01-08,SMB
50226,670,71.66,completed,2024-01-08,B2C
50227,516,48.86,pending,2024-01-08,B2B
50228,744,472.5,completed,2024-01-08,B2C
50229,268,103.04,shipped,2024-01-08,SMB
50230,93,43.8,completed,2024-01-08,SMB
50231,100,48.22,completed,2024-01-08,B2B
50232,618,64.42,completed,2024-01-08,B2C
50233,255,1108.19,completed,2024-01-08,B2B
50234,420,61.8,completed,2024-01-08,SMB
50235,681,74.8,completed,2024-01-08,SMB
50236,262,176.53,cancelled,2024-01-08,Enterprise
50237,126,67.21,completed,2024-01-08,B2C
50238,806,51.46,completed,2024-01-08,SMB
50239,646,40.91,pending,2024-01-08,SMB
50240,265,71.24,completed,2024-01-08,SMB
50241,273,31.79,shipped,2024-01-08,SMB
50242,792,17.82,cancelled,2024-01-08,B2C
50243,726,259.94,completed,2024-01-08,SMB
50244,607,37.26,completed,2024-01-08,B2B
50245,347,239.4,pending,2024-01-08,B2C
50246,741,254.58,completed,2024-01-08,B2C
50247,331,130.8,completed,2024-01-08,B2C
50248,155,70.59,pending,2024-01-08,Enterprise
50249,704,38.5,shipped,2024-01-08,B2B
50250,410,215.23,cancelled,2024-01-08,B2B
50251,294,152.96,completed,2024-01-08,B2C
50252,615,174.83,completed,2024-01-08,SMB
50253,883,16.31,completed,2024-01-08,B2B
50254,171,408.66,completed,2024-01-08,B2C
50255,571,25.29,completed,2024-01-08,B2C
50256,124,83.55,completed,2024-01-08,B2B
50257,698,92.3,completed,2024-01-09,B2C
50258,623,15.2,completed,2024-01-09,B2C
50259,441,118.1,completed,2024-01-09,B2B
50260,101,224.64,completed,2024-01-09,B2B
50261,74,274.97,pending,2024-01-09,SMB
50262,146,332.29,completed,2024-01-09,B2B
50263,212,115.33,shipped,2024-01-09,B2C
50264,185,164.4,pending,2024-01-09,B2C
50265,800,27.43,completed,2024-01-09,Enterprise
50266,65,115.43,completed,2024-01-09,B2C
50267,494,40.23,completed,2024-01-09,B2B
50268,102,84.22,pending,2024-01-09,B2C
50269,726,74.92,completed,2024-01-09,SMB
50270,366,97.63,shipped,2024-01-09,B2C
50271,693,142.17,cancelled,2024-01-09,B2C
50272,247,364.77,cancelled,2024-01-09,B2C
50273,878,90.25,completed,2024-01-09,B2C
50274,349,610.54,shipped,2024-01-09,B2C
50275,201,228.46,cancelled,2024-01-09,B2C
50276,558,122.46,completed,2024-01-09,B2B
50277,120,169.93,completed,2024-01-09,B2C
50278,471,31.18,completed,2024-01-09,B2B
50279,250,294.19,completed,2024-01-09,SMB
50280,301,145.97,pending,2024-01-09,B2B
50281,888,656.03,completed,2024-01-09,B2B
50282,250,166.77,pending,2024-01-09,SMB
50283,484,284.47,shipped,2024-01-09,B2C
50284,566,256.24,completed,2024-01-09,B2C
50285,610,78.57,completed,2024-01-09,B2C
50286,837,60.09,completed,2024-01-09,Enterprise
50287,559,99.45,pending,2024-01-09,SMB
50288,198,109.45,completed,2024-01-09,SMB
50289,283,56.18,completed,2024-01-10,B2C
50290,453,352.5,completed,2024-01-10,B2C
50291,796,132.31,pending,2024-01-10,SMB
50292,819,590.57,pending,2024-01-10,B2B
50293,398,264.12,completed,2024-01-10,B2C
50294,718,136.69,completed,2024-01-10,Enterprise
50295,507,455.73,shipped,2024-01-10,Enterprise
50296,25,120.44,completed,2024-01-10,B2C
50297,650,342.2,completed,2024-01-10,B2C
50298,628,81.51,completed,2024-01-10,SMB
50299,496,86.38,completed,2024-01-10,B2C
50300,825,96.23,completed,2024-01-10,B2C
50301,621,133.66,completed,2024-01-10,B2B
50302,396,135.94,completed,2024-01-10,Enterprise
50303,401,117.9,completed,2024-01-10,B2B
50304,56,69.79,completed,2024-01-10,Enterprise
50305,1013,408.02,completed,2024-01-10,Unknown
50306,163,148.22,completed,2024-01-10,B2C
50307,891,93.57,completed,2024-01-10,SMB
50308,822,172.98,cancelled,2024-01-10,B2B
50309,603,234.13,completed,2024-01-10,B2B
50310,286,500.59,pending,2024-01-10,B2B
50311,266,118.84,completed,2024-01-10,SMB
50312,718,32.83,completed,2024-01-10,Enterprise
50313,59,102.18,completed,2024-01-10,B2B
50314,456,112.79,completed,2024-01-10,B2C
50315,900,355.95,shipped,2024-01-10,B2B
50316,350,90.33,completed,2024-01-10,B2C
50317,435,474.68,completed,2024-01-10,B2B
50318,546,114.58,pending,2024-01-10,B2C
50319,118,561.19,completed,2024-01-10,B2B
50320,448,16.23,completed,2024-01-10,SMB
50321,722,358.62,completed,2024-01-11,B2B
50322,837,416.31,completed,2024-01-11,Enterprise
50323,154,501.71,completed,2024-01-11,B2C
50324,143,16.97,completed,2024-01-11,B2C
50325,518,43.26,completed,2024-01-11,SMB
50326,563,174.1,completed,2024-01-11,B2B
50327,576,18.87,shipped,2024-01-11,Enterprise
50328,220,24.86,shipped,2024-01-11,SMB
50329,669,52.48,cancelled,2024-01-11,B2B
50330,616,122.75,pending,2024-01-11,Enterprise
50331,64,133.42,pending,2024-01-11,B2C
50332,304,20.23,shipped,2024-01-11,B2C
50333,387,43.02,completed,2024-01-11,B2C
50334,451,118.88,completed,2024-01-11,SMB
50335,879,150.19,completed,2024-01-11,B2B
50336,196,39.1,completed,2024-01-11,B2C
50337,533,91.33,pending,2024-01-11,Enterprise
50338,109,367.14,completed,2024-01-11,B2B
50339,504,1036.77,completed,2024-01-11,SMB
50340,134,668.92,completed,2024-01-11,B2C
50341,710,335.15,completed,2024-01-11,B2C
50342,187,90.29,completed,2024-01-11,SMB
50343,22,189.03,completed,2024-01-11,B2B
50344,794,95.83,completed,2024-01-11,B2C
50345,48,171.84,completed,2024-01-11,B2C
50346,258,70.54,completed,2024-01-11,B2C
50347,699,154.79,completed,2024-01-11,B2B
50348,630,126.27,pending,2024-01-11,B2C
50349,714,18.72,completed,2024-01-11,B2C
50350,864,249.6,completed,2024-01-11,B2C
50351,374,16.8,cancelled,2024-01-11,B2C
50352,674,67.04,completed,2024-01-11,B2C
50353,790,15.89,completed,2024-01-12,Enterprise
50354,294,85.79,completed,2024-01-12,B2C
50355,726,24.79,shipped,2024-01-12,SMB
50356,455,382.16,completed,2024-01-12,B2B
50357,192,95.6,completed,2024-01-12,SMB
50358,584,107.29,shipped,2024-01-12,B2C
50359,605,79.58,completed,2024-01-12,B2B
50360,14,163.13,pending,2024-01-12,B2B
50361,261,245.16,completed,2024-01-12,B2C
50362,662,171.68,completed,2024-01-12,Enterprise
50363,540,221.87,shipped,2024-01-12,B2B
50364,204,369.63,completed,2024-01-12,SMB
50365,875,313.77,pending,2024-01-12,B2B
50366,783,183.16,cancelled,2024-01-12,B2C
50367,571,51.24,completed,2024-01-12,B2C
50368,754,167.29,pending,2024-01-12,B2C
50369,607,120.81,completed,2024-01-12,B2B
50370,683,204.46,pending,2024-01-12,B2B
50371,804,283.4,completed,2024-01-12,B2C
50372,12,218.64,completed,2024-01-12,Enterprise
50373,13,296.17,completed,2024-01-12,SMB
50374,117,24.9,completed,2024-01-12,SMB
50375,534,19.82,completed,2024-01-12,B2C
50376,59,59.86,pending,2024-01-12,B2B
50377,450,361.39,pending,2024-01-12,B2B
50378,293,275.3,completed,2024-01-12,SMB
50379,21,187.2,completed,2024-01-12,B2C
50380,171,195.98,pending,2024-01-12,B2C
50381,714,209.56,completed,2024-01-12,B2C
50382,8,443.66,completed,2024-01-12,SMB
50383,335,282.74,completed,2024-01-12,B2B
50384,518,161.48,completed,2024-01-12,SMB
50385,147,179.36,completed,2024-01-13,B2C
50386,89,51.07,shipped,2024-01-13,SMB
50387,302,175.64,completed,2024-01-13,B2C
50388,1016,97.92,completed,2024-01-13,Unknown
50389,421,39.9,pending,2024-01-13,SMB
50390,765,261.3,completed,2024-01-13,B2B
50391,611,122.08,completed,2024-01-13,B2B
50392,672,583.64,completed,2024-01-13,SMB
50393,288,64.63,completed,2024-01-13,B2C
50394,367,113.28,completed,2024-01-13,Enterprise
50395,5,104.13,completed,2024-01-13,B2B
50396,393,34.31,completed,2024-01-13,B2C
50397,154,98.3,completed,2024-01-13,B2C
50398,589,65.86,completed,2024-01-13,B2B
50399,598,41.21,shipped,2024-01-13,B2B
50400,600,64.73,completed,2024-01-13,B2B
50401,41,54.84,completed,2024-01-13,B2B
50402,393,213.68,pending,2024-01-13,B2C
50403,441,19.69,completed,2024-01-13,B2B
50404,639,159.14,completed,2024-01-13,B2C
50405,751,229.48,completed,2024-01-13,B2B
50406,137,113.3,pending,2024-01-13,B2C
50407,833,417.28,completed,2024-01-13,B2B
50408,776,199.59,completed,2024-01-13,B2B
50409,20,221.7,completed,2024-01-13,B2C
50410,603,47.9,completed,2024-01-13,B2B
50411,376,240.29,shipped,2024-01-13,B2C
50412,504,282.65,completed,2024-01-13,SMB
50413,262,82.24,completed,2024-01-13,Enterprise
50414,855,51.0,cancelled,2024-01-13,B2B
50415,425,87.93,completed,2024-01-13,B2B
50416,537,216.84,completed,2024-01-13,SMB
50417,840,96.1,completed,2024-01-14,B2C
50418,223,215.14,shipped,2024-01-14,B2B
50419,429,33.08,shipped,2024-01-14,B2C
50420,26,260.99,pending,2024-01-14,SMB
50421,887,58.8,completed,2024-01-14,B2C
50422,760,57.94,completed,2024-01-14,SMB
50423,310,148.88,completed,2024-01-14,B2C
50424,717,25.9,pending,2024-01-14,SMB
50425,513,19.0,completed,2024-01-14,Enterprise
50426,89,60.37,completed,2024-01-14,SMB
50427,888,130.85,shipped,2024-01-14,B2B
50428,76,372.27,completed,2024-01-14,SMB
50429,207,296.04,completed,2024-01-14,B2B
50430,462,116.13,pending,2024-01-14,B2C
50431,780,20.66,completed,2024-01-14,B2C
50432,248,129.94,completed,2024-01-14,Enterprise
50433,195,198.01,completed,2024-01-14,B2C
50434,228,77.14,completed,2024-01-14,B2C
50435,528,32.66,completed,2024-01-14,B2C
50436,188,63.98,completed,2024-01-14,B2C
50437,843,236.49,completed,2024-01-14,B2B
50438,645,79.9,pending,2024-01-14,B2B
50439,752,265.68,completed,2024-01-14,Enterprise
50440,794,72.74,completed,2024-01-14,B2C
50441,447,41.79,completed,2024-01-14,Enterprise
50442,217,100.86,shipped,2024-01-14,B2C
50443,503,105.3,completed,2024-01-14,B2C
50444,304,17.44,shipped,2024-01-14,B2C
50445,509,33.67,shipped,2024-01-14,Enterprise
50446,889,45.67,pending,2024-01-14,B2B
50447,825,33.09,shipped,2024-01-14,B2C
50448,169,77.67,completed,2024-01-14,B2B
50449,835,516.25,shipped,2024-01-15,B2C
50450,639,121.76,pending,2024-01-15,B2C
50451,809,163.15,cancelled,2024-01-15,B2C
50452,634,81.1,completed,2024-01-15,B2C
50453,663,73.62,completed,2024-01-15,B2C
50454,550,18.51,completed,2024-01-15,SMB
50455,250,119.07,completed,2024-01-15,SMB
50456,625,114.13,shipped,2024-01-15,B2C
50457,1019,40.77,cancelled,2024-01-15,Unknown
50458,503,231.79,completed,2024-01-15,B2C
50459,112,116.79,pending,2024-01-15,B2B
50460,263,77.1,completed,2024-01-15,B2B
50461,701,38.83,completed,2024-01-15,B2C
50462,318,135.5,completed,2024-01-15,B2B
50463,646,224.64,completed,2024-01-15,SMB
50464,270,64.69,pending,2024-01-15,B2C
50465,147,52.04,completed,2024-01-15,B2C
50466,189,125.7,completed,2024-01-15,B2C
50467,447,40.32,completed,2024-01-15,Enterprise
50468,820,179.77,completed,2024-01-15,B2C
50469,781,154.46,pending,2024-01-15,B2C
50470,359,28.67,completed,2024-01-15,Enterprise
50471,273,20.58,completed,2024-01-15,SMB
50472,147,160.25,shipped,2024-01-15,B2C
50473,726,67.28,completed,2024-01-15,SMB
50474,440,28.56,shipped,2024-01-15,B2B
50475,294,228.71,completed,2024-01-15,B2C
50476,384,71.54,completed,2024-01-15,SMB
50477,1008,107.32,cancelled,2024-01-15,Unknown
50478,103,55.54,shipped,2024-01-15,B2C
50479,813,163.05,completed,2024-01-15,B2B
50480,511,68.82,completed,2024-01-15,B2C
50481,877,531.4,pending,2024-01-16,SMB
50482,304,197.08,completed,2024-01-16,B2C
50483,92,37.05,completed,2024-01-16,SMB
50484,727,95.86,completed,2024-01-16,B2B
50485,201,88.02,completed,2024-01-16,B2C
50486,314,129.62,completed,2024-01-16,Enterprise
50487,586,291.71,pending,2024-01-16,B2B
50488,570,146.35,completed,2024-01-16,B2C
50489,26,24.53,shipped,2024-01-16,SMB
50490,676,174.81,completed,2024-01-16,Enterprise
50491,463,16.24,completed,2024-01-16,SMB
50492,224,242.09,completed,2024-01-16,B2C
50493,728,179.78,completed,2024-01-16,SMB
50494,453,70.4,completed,2024-01-16,B2C
50495,606,66.89,completed,2024-01-16,B2C
50496,411,255.13,shipped,2024-01-16,B2C
50497,76,244.41,completed,2024-01-16,SMB
50498,276,80.15,completed,2024-01-16,B2C
50499,292,68.28,cancelled,2024-01-16,B2B
50500,306,138.09,cancelled,2024-01-16,Enterprise
50501,348,16.26,completed,2024-01-16,B2B
50502,514,27.94,completed,2024-01-16,SMB
50503,15,35.23,shipped,2024-01-16,B2B
50504,702,45.76,shipped,2024-01-16,B2B
50505,618,122.62,completed,2024-01-16,B2C
50506,134,743.85,completed,2024-01-16,B2C
50507,67,173.6,shipped,2024-01-16,B2B
50508,217,24.49,pending,2024-01-16,B2C
50509,84,126.85,shipped,2024-01-16,B2B
50510,237,117.97,completed,2024-01-16,B2C
50511,784,38.35,completed,2024-01-16,B2C
50512,662,394.37,completed,2024-01-16,Enterprise
50513,791,102.18,completed,2024-01-17,B2B
50514,606,797.07,completed,2024-01-17,B2C
50515,113,96.73,completed,2024-01-17,Enterprise
50516,582,155.46,completed,2024-01-17,Enterprise
50517,601,31.6,completed,2024-01-17,B2B
50518,559,105.83,shipped,2024-01-17,SMB
50519,550,55.92,shipped,2024-01-17,SMB
50520,856,285.79,pending,2024-01-17,B2B
50521,161,244.82,shipped,2024-01-17,B2C
50522,480,275.74,completed,2024-01-17,B2C
50523,320,207.89,completed,2024-01-17,B2C
50524,390,283.18,completed,2024-01-17,SMB
50525,452,48.63,completed,2024-01-17,B2C
50526,127,105.23,pending,2024-01-17,SMB
50527,294,191.57,completed,2024-01-17,B2C
50528,274,167.17,completed,2024-01-17,Enterprise
50529,900,204.0,completed,2024-01-17,B2B
50530,147,53.09,completed,2024-01-17,B2C
50531,530,30.54,completed,2024-01-17,SMB
50532,129,387.99,completed,2024-01-17,B2B
50533,357,138.21,completed,2024-01-17,B2B
50534,169,40.05,completed,2024-01-17,B2B
50535,451,251.57,pending,2024-01-17,SMB
50536,437,384.64,completed,2024-01-17,B2B
50537,445,42.87,completed,2024-01-17,SMB
50538,668,270.08,completed,2024-01-17,B2B
50539,628,420.96,completed,2024-01-17,SMB
50540,645,432.97,completed,2024-01-17,B2B
50541,43,383.28,completed,2024-01-17,B2B
50542,314,133.59,shipped,2024-01-17,Enterprise
50543,78,81.06,shipped,2024-01-17,B2B
50544,611,16.09,completed,2024-01-17,B2B
50545,483,24.43,completed,2024-01-18,B2C
50546,866,99.01,completed,2024-01-18,B2C
50547,97,91.46,completed,2024-01-18,B2C
50548,567,45.63,completed,2024-01-18,B2C
50549,127,90.5,completed,2024-01-18,SMB
50550,541,43.79,completed,2024-01-18,Enterprise
50551,573,298.36,shipped,2024-01-18,B2C
50552,588,68.11,pending,2024-01-18,B2B
50553,116,151.91,shipped,2024-01-18,SMB
50554,419,119.83,completed,2024-01-18,B2C
50555,664,22.99,completed,2024-01-18,B2B
50556,383,442.7,completed,2024-01-18,B2C
50557,552,127.37,completed,2024-01-18,SMB
50558,127,73.97,completed,2024-01-18,SMB
50559,487,40.82,completed,2024-01-18,B2B
50560,599,76.99,completed,2024-01-18,B2B
50561,685,18.11,shipped,2024-01-18,Enterprise
50562,624,82.78,shipped,2024-01-18,B2C
50563,503,128.73,completed,2024-01-18,B2C
50564,431,323.2,completed,2024-01-18,B2B
50565,562,189.41,completed,2024-01-18,B2B
50566,542,32.75,completed,2024-01-18,B2C
50567,19,38.98,completed,2024-01-18,B2C
50568,884,98.82,shipped,2024-01-18,B2B
50569,282,47.67,completed,2024-01-18,B2C
50570,488,19.24,completed,2024-01-18,B2C
50571,634,260.22,completed,2024-01-18,B2C
50572,525,17.96,completed,2024-01-18,SMB
50573,451,281.4,completed,2024-01-18,SMB
50574,417,38.34,shipped,2024-01-18,B2C
50575,835,566.41,completed,2024-01-18,B2C
50576,115,153.9,completed,2024-01-18,B2C
50577,384,214.19,pending,2024-01-19,SMB
50578,13,32.56,completed,2024-01-19,SMB
50579,269,312.19,completed,2024-01-19,B2C
50580,651,289.13,completed,2024-01-19,B2B
50581,770,173.76,shipped,2024-01-19,SMB
50582,320,119.66,completed,2024-01-19,B2C
50583,790,206.74,completed,2024-01-19,Enterprise
50584,796,15.89,cancelled,2024-01-19,SMB
50585,419,149.64,shipped,2024-01-19,B2C
50586,439,297.0,completed,2024-01-19,SMB
50587,661,81.22,shipped,2024-01-19,B2C
50588,73,32.19,completed,2024-01-19,B2B
50589,730,96.94,completed,2024-01-19,B2B
50590,734,209.8,completed,2024-01-19,B2C
50591,128,32.03,completed,2024-01-19,SMB
50592,273,49.61,completed,2024-01-19,SMB
50593,30,38.95,pending,2024-01-19,B2B
50594,867,254.14,completed,2024-01-19,B2B
