customer_id,customer_name,customer_segment,region,signup_date
98,Customer_98,B2C,West,2023-02-02
99,Customer_99,B2B,East,2023-02-02
100,Customer_100,B2B,Central,2023-02-03
101,Customer_101,B2B,South,2023-02-03
102,Customer_102,B2C,North,2023-02-03
103,Customer_103,B2C,West,2023-02-04
104,Customer_104,B2C,West,2023-02-04
105,Customer_105,Enterprise,East,2023-02-04
106,Customer_106,B2B,West,2023-02-05
107,Customer_107,B2C,Central,2023-02-05
108,Customer_108,SMB,Central,2023-02-05
109,Customer_109,B2B,East,2023-02-06
110,Customer_110,B2B,Central,2023-02-06
111,Customer_111,B2C,South,2023-02-06
112,Customer_112,B2B,East,2023-02-07
113,Customer_113,Enterprise,South,2023-02-07
114,Customer_114,SMB,North,2023-02-07
115,Customer_115,B2C,South,2023-02-08
116,Customer_116,SMB,North,2023-02-08
117,Customer_117,SMB,North,2023-02-08
118,Customer_118,B2B,South,2023-02-09
119,Customer_119,SMB,East,2023-02-09
120,Customer_120,B2C,Central,2023-02-09
121,Customer_121,SMB,Central,2023-02-10
122,Customer_122,SMB,North,2023-02-10
123,Customer_123,B2C,North,2023-02-10
124,Customer_124,B2B,East,2023-02-11
125,Customer_125,B2B,West,2023-02-11
126,Customer_126,B2C,South,2023-02-11
127,Customer_127,SMB,North,2023-02-12
128,Customer_128,SMB,Central,2023-02-12
129,Customer_129,B2B,East,2023-02-12
130,Customer_130,B2C,South,2023-02-13
131,Customer_131,B2C,East,2023-02-13
132,Customer_132,B2B,South,2023-02-13
133,Customer_133,B2B,South,2023-02-14
134,Customer_134,B2C,North,2023-02-14
135,Customer_135,Enterprise,East,2023-02-14
136,Customer_136,B2C,East,2023-02-15
137,Customer_137,B2C,Central,2023-02-15
138,Customer_138,SMB,Central,2023-02-15
139,Customer_139,B2C,North,2023-02-16
140,Customer_140,Enterprise,North,2023-02-16
141,Customer_141,Enterprise,West,2023-02-16
142,Customer_142,B2C,Central,2023-02-17
143,Customer_143,B2C,South,2023-02-17
144,Customer_144,B2C,East,2023-02-17
145,Customer_145,B2C,North,2023-02-18
146,Customer_146,B2B,East,2023-02-18
147,Customer_147,B2C,East,2023-02-18
148,Customer_148,B2C,West,2023-02-19
149,Customer_149,B2B,Central,2023-02-19
150,Customer_150,B2C,North,2023-02-19
151,Customer_151,Enterprise,East,2023-02-20
152,Customer_152,B2B,North,2023-02-20
153,Customer_153,B2B,South,2023-02-20
154,Customer_154,B2C,West,2023-02-21
155,Customer_155,Enterprise,South,2023-02-21
156,Customer_156,B2B,North,2023-02-21
157,Customer_157,B2C,North,2023-02-22
158,Customer_158,SMB,Central,2023-02-22
159,Customer_159,B2B,East,2023-02-22
160,Customer_160,SMB,East,2023-02-23
161,Customer_161,B2C,South,2023-02-23
162,Customer_162,B2C,West,2023-02-23
163,Customer_163,B2C,East,2023-02-24
164,Customer_164,B2C,Central,2023-02-24
165,Customer_165,B2B,South,2023-02-24
166,Customer_166,SMB,South,2023-02-25
167,Customer_167,B2C,Central,2023-02-25
168,Customer_168,B2B,West,2023-02-25
169,Customer_169,B2B,Central,2023-02-26
170,Customer_170,B2C,West,2023-02-26
171,Customer_171,B2C,Central,2023-02-26
172,Customer_172,B2B,Central,2023-02-27
173,Customer_173,B2C,North,2023-02-27
174,Customer_174,B2B,South,2023-02-27
175,Customer_175,B2C,Central,2023-02-28
176,Customer_176,B2B,Central,2023-02-28
177,Customer_177,B2C,East,2023-02-28
178,Customer_178,B2C,South,2023-03-01
179,Customer_179,Enterprise,East,2023-03-01
180,Customer_180,B2B,South,2023-03-01
181,Customer_181,B2C,East,2023-03-02
182,Customer_182,B2B,Central,2023-03-02
183,Customer_183,Enterprise,Central,2023-03-02
184,Customer_184,SMB,North,2023-03-03
185,Customer_185,B2C,East,2023-03-03
186,Customer_186,B2C,West,2023-03-03
187,Customer_187,SMB,North,2023-03-04
188,Customer_188,B2C,East,2023-03-04
189,Customer_189,B2C,East,2023-03-04
190,Customer_190,B2B,North,2023-03-05
191,Customer_191,B2B,Central,2023-03-05
192,Customer_192,SMB,East,2023-03-05
193,Customer_193,Enterprise,Central,2023-03-06
194,Customer_194,B2C,North,2023-03-06
195,Customer_195,B2C,Central,2023-03-06
196,Customer_196,B2C,South,2023-03-07
197,Customer_197,SMB,West,2023-03-07
198,Customer_198,SMB,East,2023-03-07
199,Customer_199,SMB,West,2023-03-08
200,Customer_200,SMB,Central,2023-03-08
201,Customer_201,B2C,East,2023-03-08
202,Customer_202,B2B,Central,2023-03-09
203,Customer_203,B2B,South,2023-03-09
204,Customer_204,SMB,North,2023-03-09
205,Customer_205,B2C,East,2023-03-10
206,Customer_206,B2B,South,2023-03-10
207,Customer_207,B2B,South,2023-03-10
208,Customer_208,B2C,East,2023-03-11
209,Customer_209,B2B,Central,2023-03-11
210,Customer_210,B2B,South,2023-03-11
211,Customer_211,B2C,West,2023-03-12
212,Customer_212,B2C,South,2023-03-12
213,Customer_213,B2C,Central,2023-03-12
214,Customer_214,B2B,Central,2023-03-13
215,Customer_215,SMB,West,2023-03-13
216,Customer_216,B2B,South,2023-03-13
217,Customer_217,B2C,Central,2023-03-14
218,Customer_218,SMB,East,2023-03-14
219,Customer_219,B2C,North,2023-03-14
220,Customer_220,SMB,North,2023-03-15
221,Customer_221,B2C,North,2023-03-15
222,Customer_222,B2C,South,2023-03-15
223,Customer_223,B2B,West,2023-03-16
224,Customer_224,B2C,Central,2023-03-16
225,Customer_225,B2C,East,2023-03-16
226,Customer_226,B2B,East,2023-03-17
227,Customer_227,Enterprise,South,2023-03-17
228,Customer_228,B2C,North,2023-03-17
229,Customer_229,SMB,South,2023-03-18
230,Customer_230,B2C,West,2023-03-18
231,Customer_231,SMB,West,2023-03-18
232,Customer_232,B2C,Central,2023-03-19
233,Customer_233,B2C,Central,2023-03-19
234,Customer_234,B2C,West,2023-03-19
235,Customer_235,B2B,West,2023-03-20
236,Customer_236,SMB,West,2023-03-20
237,Customer_237,B2C,South,2023-03-20
238,Customer_238,B2B,West,2023-03-21
239,Customer_239,B2C,East,2023-03-21
240,Customer_240,B2B,North,2023-03-21
241,Customer_241,Enterprise,West,2023-03-22
242,Customer_242,Enterprise,North,2023-03-22
243,Customer_243,Enterprise,South,2023-03-22
244,Customer_244,B2C,North,2023-03-23
245,Customer_245,B2B,South,2023-03-23
246,Customer_246,Enterprise,East,2023-03-23
247,Customer_247,B2C,South,2023-03-24
248,Customer_248,Enterprise,South,2023-03-24
249,Customer_249,Enterprise,Central,2023-03-24
250,Customer_250,SMB,West,2023-03-25
251,Customer_251,B2C,West,2023-03-25
252,Customer_252,B2C,East,2023-03-25
253,Customer_253,SMB,East,2023-03-26
254,Customer_254,B2C,West,2023-03-26
255,Customer_255,B2B,Central,2023-03-26
256,Customer_256,B2C,West,2023-03-27
257,Customer_257,Enterprise,Central,2023-03-27
258,Customer_258,B2C,East,2023-03-27
259,Customer_259,B2C,North,2023-03-28
260,Customer_260,B2B,East,2023-03-28
261,Customer_261,B2C,East,2023-03-28
262,Customer_262,Enterprise,South,2023-03-29
263,Customer_263,B2B,South,2023-03-29
264,Customer_264,B2C,South,2023-03-29
265,Customer_265,SMB,South,2023-03-30
266,Customer_266,SMB,Central,2023-03-30
267,Customer_267,B2C,West,2023-03-30
268,Customer_268,SMB,North,2023-03-31
269,Customer_269,B2C,East,2023-03-31
270,Customer_270,B2C,Central,2023-03-31
271,Customer_271,SMB,North,2023-04-01
272,Customer_272,SMB,Central,2023-04-01
273,Customer_273,SMB,Central,2023-04-01
274,Customer_274,Enterprise,East,2023-04-02
275,Customer_275,B2C,West,2023-04-02
276,Customer_276,B2C,South,2023-04-02
277,Customer_277,SMB,West,2023-04-03
278,Customer_278,B2C,East,2023-04-03
279,Customer_279,SMB,East,2023-04-03
280,Customer_280,SMB,East,2023-04-04
281,Customer_281,SMB,North,2023-04-04
282,Customer_282,B2C,West,2023-04-04
283,Customer_283,B2C,West,2023-04-05
284,Customer_284,B2B,Central,2023-04-05
285,Customer_285,B2C,Central,2023-04-05
286,Customer_286,B2B,Central,2023-04-06
287,Customer_287,B2C,East,2023-04-06
288,Customer_288,B2C,West,2023-04-06
289,Customer_289,B2C,East,2023-04-07
290,Customer_290,B2C,North,2023-04-07
291,Customer_291,B2B,Central,2023-04-07
292,Customer_292,B2B,East,2023-04-08
293,Customer_293,SMB,East,2023-04-08
294,Customer_294,B2C,North,2023-04-08
295,Customer_295,B2B,South,2023-04-09
296,Customer_296,B2C,West,2023-04-09
297,Customer_297,SMB,South,2023-04-09
298,Customer_298,B2B,Central,2023-04-10
299,Customer_299,B2C,East,2023-04-10
300,Customer_300,B2B,North,2023-04-10
301,Customer_301,B2B,North,2023-04-11
302,Customer_302,B2C,West,2023-04-11
303,Customer_303,B2C,South,2023-04-11
304,Customer_304,B2C,West,2023-04-12
305,Customer_305,SMB,East,2023-04-12
306,Customer_306,Enterprise,West,2023-04-12
307,Customer_307,B2C,North,2023-04-13
308,Customer_308,B2C,North,2023-04-13
309,Customer_309,SMB,Central,2023-04-13
310,Customer_310,B2C,Central,2023-04-14
311,Customer_311,B2C,East,2023-04-14
312,Customer_312,B2B,South,2023-04-14
313,Customer_313,B2B,West,2023-04-15
314,Customer_314,Enterprise,East,2023-04-15
315,Customer_315,SMB,Central,2023-04-15
316,Customer_316,B2C,West,2023-04-16
317,Customer_317,B2C,Central,2023-04-16
318,Customer_318,B2B,West,2023-04-16
319,Customer_319,B2B,South,2023-04-17
320,Customer_320,B2C,East,2023-04-17
321,Customer_321,B2C,West,2023-04-17
322,Customer_322,SMB,North,2023-04-18
323,Customer_323,B2C,North,2023-04-18
324,Customer_324,B2C,West,2023-04-18
325,Customer_325,Enterprise,West,2023-04-19
326,Customer_326,SMB,West,2023-04-19
327,Customer_327,B2C,North,2023-04-19
328,Customer_328,B2C,North,2023-04-20
329,Customer_329,B2C,West,2023-04-20
330,Customer_330,B2B,Central,2023-04-20
331,Customer_331,B2C,Central,2023-04-21
332,Customer_332,SMB,South,2023-04-21
333,Customer_333,B2B,East,2023-04-21
334,Customer_334,B2B,Central,2023-04-22
335,Customer_335,B2B,North,2023-04-22
336,Customer_336,B2B,Central,2023-04-22
337,Customer_337,SMB,South,2023-04-23
338,Customer_338,SMB,South,2023-04-23
339,Customer_339,B2C,East,2023-04-23
340,Customer_340,B2B,Central,2023-04-24
341,Customer_341,B2C,North,2023-04-24
342,Customer_342,B2C,North,2023-04-24
343,Customer_343,B2B,West,2023-04-25
344,Customer_344,B2C,North,2023-04-25
345,Customer_345,B2C,East,2023-04-25
346,Customer_346,B2C,East,2023-04-26
347,Customer_347,B2C,North,2023-04-26
348,Customer_348,B2B,North,2023-04-26
349,Customer_349,B2C,West,2023-04-27
350,Customer_350,B2C,North,2023-04-27
351,Customer_351,B2C,West,2023-04-27
352,Customer_352,SMB,West,2023-04-28
353,Customer_353,B2C,North,2023-04-28
354,Customer_354,B2B,South,2023-04-28
355,Customer_355,B2B,South,2023-04-29
356,Customer_356,B2C,West,2023-04-29
357,Customer_357,B2B,North,2023-04-29
358,Customer_358,B2C,South,2023-04-30
359,Customer_359,Enterprise,North,2023-04-30
360,Customer_360,B2C,North,2023-04-30
361,Customer_361,B2C,North,2023-05-01
362,Customer_362,B2C,Central,2023-05-01
363,Customer_363,B2C,North,2023-05-01
364,Customer_364,B2C,Central,2023-05-02
365,Customer_365,Enterprise,West,2023-05-02
366,Customer_366,B2C,South,2023-05-02
367,Customer_367,Enterprise,South,2023-05-03
368,Customer_368,Enterprise,South,2023-05-03
369,Customer_369,B2B,South,2023-05-03
370,Customer_370,B2B,South,2023-05-04
371,Customer_371,B2B,South,2023-05-04
372,Customer_372,B2B,South,2023-05-04
373,Customer_373,B2B,West,2023-05-05
374,Customer_374,B2C,North,2023-05-05
375,Customer_375,B2B,East,2023-05-05
376,Customer_376,B2C,Central,2023-05-06
377,Customer_377,SMB,East,2023-05-06
378,Customer_378,B2B,East,2023-05-06
379,Customer_379,SMB,North,2023-05-07
380,Customer_380,B2C,North,2023-05-07
381,Customer_381,B2B,North,2023-05-07
382,Customer_382,B2C,South,2023-05-08
383,Customer_383,B2C,West,2023-05-08
384,Customer_384,SMB,South,2023-05-08
385,Customer_385,SMB,West,2023-05-09
386,Customer_386,SMB,West,2023-05-09
387,Customer_387,B2C,East,2023-05-09
388,Customer_388,B2B,East,2023-05-10
389,Customer_389,SMB,West,2023-05-10
390,Customer_390,SMB,West,2023-05-10
391,Customer_391,Enterprise,South,2023-05-11
392,Customer_392,B2C,South,2023-05-11
393,Customer_393,B2C,East,2023-05-11
394,Customer_394,SMB,North,2023-05-12
395,Customer_395,B2C,West,2023-05-12
396,Customer_396,Enterprise,South,2023-05-12
397,Customer_397,SMB,East,2023-05-13
398,Customer_398,B2C,South,2023-05-13
399,Customer_399,SMB,West,2023-05-13
400,Customer_400,SMB,West,2023-05-14
401,Customer_401,B2B,Central,2023-05-14
402,Customer_402,Enterprise,North,2023-05-14
403,Customer_403,B2C,Central,2023-05-15
404,Customer_404,SMB,East,2023-05-15
405,Customer_405,B2C,South,2023-05-15
406,Customer_406,SMB,East,2023-05-16
407,Customer_407,B2C,West,2023-05-16
408,Customer_408,B2B,Central,2023-05-16
409,Customer_409,Enterprise,Central,2023-05-17
410,Customer_410,B2B,Central,2023-05-17
411,Customer_411,B2C,East,2023-05-17
412,Customer_412,Enterprise,West,2023-05-18
413,Customer_413,Enterprise,South,2023-05-18
414,Customer_414,B2C,South,2023-05-18
415,Customer_415,B2C,East,2023-05-19
416,Customer_416,B2C,Central,2023-05-19
417,Customer_417,B2C,North,2023-05-19
418,Customer_418,B2C,East,2023-05-20
419,Customer_419,B2C,East,2023-05-20
420,Customer_420,SMB,West,2023-05-20
421,Customer_421,SMB,South,2023-05-21
422,Customer_422,SMB,East,2023-05-21
423,Customer_423,B2B,East,2023-05-21
424,Customer_424,B2C,Central,2023-05-22
425,Customer_425,B2B,Central,2023-05-22
426,Customer_426,B2C,North,2023-05-22
427,Customer_427,B2C,West,2023-05-23
428,Customer_428,SMB,North,2023-05-23
429,Customer_429,B2C,Central,2023-05-23
430,Customer_430,B2B,South,2023-05-24
431,Customer_431,B2B,Central,2023-05-24
432,Customer_432,SMB,West,2023-05-24
433,Customer_433,B2C,Central,2023-05-25
434,Customer_434,B2B,West,2023-05-25
435,Customer_435,B2B,West,2023-05-25
436,Customer_436,SMB,West,2023-05-26
437,Customer_437,B2B,West,2023-05-26
438,Customer_438,SMB,West,2023-05-26
439,Customer_439,SMB,South,2023-05-27
440,Customer_440,B2B,North,2023-05-27
441,Customer_441,B2B,East,2023-05-27
442,Customer_442,Enterprise,North,2023-05-28
443,Customer_443,B2C,West,2023-05-28
444,Customer_444,B2C,South,2023-05-28
445,Customer_445,SMB,Central,2023-05-29
446,Customer_446,Enterprise,South,2023-05-29
447,Customer_447,Enterprise,West,2023-05-29
448,Customer_448,SMB,South,2023-05-30
449,Customer_449,B2C,South,2023-05-30
450,Customer_450,B2B,West,2023-05-30
451,Customer_451,SMB,South,2023-05-31
452,Customer_452,B2C,East,2023-05-31
453,Customer_453,B2C,East,2023-05-31
454,Customer_454,Enterprise,South,2023-06-01
455,Customer_455,B2B,Central,2023-06-01
456,Customer_456,B2C,West,2023-06-01
457,Customer_457,B2B,East,2023-06-02
458,Customer_458,B2C,Central,2023-06-02
459,Customer_459,B2B,South,2023-06-02
460,Customer_460,B2B,Central,2023-06-03
461,Customer_461,B2B,North,2023-06-03
462,Customer_462,B2C,East,2023-06-03
463,Customer_463,SMB,South,2023-06-04
464,Customer_464,B2C,West,2023-06-04
465,Customer_465,Enterprise,South,2023-06-04
466,Customer_466,B2C,West,2023-06-05
467,Customer_467,B2C,South,2023-06-05
468,Customer_468,SMB,Central,2023-06-05
469,Customer_469,B2B,Central,2023-06-06
470,Customer_470,Enterprise,Central,2023-06-06
471,Customer_471,B2B,North,2023-06-06
472,Customer_472,Enterprise,West,2023-06-07
473,Customer_473,B2B,Central,2023-06-07
474,Customer_474,SMB,North,2023-06-07
475,Customer_475,B2C,West,2023-06-08
476,Customer_476,Enterprise,South,2023-06-08
477,Customer_477,B2B,North,2023-06-08
478,Customer_478,B2C,East,2023-06-09
479,Customer_479,Enterprise,North,2023-06-09
480,Customer_480,B2C,North,2023-06-09
481,Customer_481,B2C,West,2023-06-10
482,Customer_482,B2C,South,2023-06-10
483,Customer_483,B2C,East,2023-06-10
484,Customer_484,B2C,Central,2023-06-11
485,Customer_485,B2C,Central,2023-06-11
486,Customer_486,Enterprise,North,2023-06-11
487,Customer_487,B2B,West,2023-06-12
488,Customer_488,B2C,West,2023-06-12
489,Customer_489,Enterprise,Central,2023-06-12
490,Customer_490,SMB,East,2023-06-13
491,Customer_491,B2C,South,2023-06-13
492,Customer_492,B2C,East,2023-06-13
493,Customer_493,B2C,South,2023-06-14
494,Customer_494,B2B,Central,2023-06-14
495,Customer_495,B2C,South,2023-06-14
496,Customer_496,B2C,West,2023-06-15
497,Customer_497,B2C,North,2023-06-15
498,Customer_498,B2B,North,2023-06-15
499,Customer_499,Enterprise,Central,2023-06-16
500,Customer_500,Enterprise,West,2023-06-16
501,Customer_501,B2C,East,2023-06-16
502,Customer_502,B2C,West,2023-06-17
503,Customer_503,B2C,North,2023-06-17
504,Customer_504,SMB,North,2023-06-17
505,Customer_505,B2C,West,2023-06-18
506,Customer_506,B2B,West,2023-06-18
507,Customer_507,Enterprise,North,2023-06-18
508,Customer_508,SMB,East,2023-06-19
509,Customer_509,Enterprise,Central,2023-06-19
510,Customer_510,SMB,Central,2023-06-19
511,Customer_511,B2C,West,2023-06-20
512,Customer_512,B2C,Central,2023-06-20
513,Customer_513,Enterprise,North,2023-06-20
514,Customer_514,SMB,North,2023-06-21
515,Customer_515,B2B,West,2023-06-21
516,Customer_516,B2B,West,2023-06-21
517,Customer_517,B2C,West,2023-06-22
518,Customer_518,SMB,East,2023-06-22
519,Customer_519,Enterprise,Central,2023-06-22
520,Customer_520,B2B,West,2023-06-23
521,Customer_521,B2C,South,2023-06-23
522,Customer_522,B2C,South,2023-06-23
523,Customer_523,Enterprise,North,2023-06-24
524,Customer_524,SMB,Central,2023-06-24
525,Customer_525,SMB,West,2023-06-24
526,Customer_526,B2C,South,2023-06-25
527,Customer_527,B2C,Central,2023-06-25
528,Customer_528,B2C,North,2023-06-25
529,Customer_529,B2B,East,2023-06-26
530,Customer_530,SMB,Central,2023-06-26
531,Customer_531,SMB,Central,2023-06-26
532,Customer_532,Enterprise,East,2023-06-27
533,Customer_533,Enterprise,Central,2023-06-27
534,Customer_534,B2C,North,2023-06-27
535,Customer_535,SMB,North,2023-06-28
536,Customer_536,Enterprise,East,2023-06-28
537,Customer_537,SMB,West,2023-06-28
538,Customer_538,B2B,South,2023-06-29
539,Customer_539,B2C,West,2023-06-29
540,Customer_540,B2B,Central,2023-06-29
541,Customer_541,Enterprise,South,2023-06-30
542,Customer_542,B2C,East,2023-06-30
543,Customer_543,B2B,East,2023-06-30
544,Customer_544,B2C,South,2023-07-01
545,Customer_545,B2C,North,2023-07-01
546,Customer_546,B2C,South,2023-07-01
547,Customer_547,B2B,Central,2023-07-02
548,Customer_548,B2C,North,2023-07-02
549,Customer_549,B2C,East,2023-07-02
550,Customer_550,SMB,South,2023-07-03
551,Customer_551,B2C,West,2023-07-03
552,Customer_552,SMB,West,2023-07-03
553,Customer_553,B2C,Central,2023-07-04
554,Customer_554,B2C,West,2023-07-04
555,Customer_555,SMB,South,2023-07-04
556,Customer_556,B2C,South,2023-07-05
557,Customer_557,B2B,West,2023-07-05
558,Customer_558,B2B,South,2023-07-05
559,Customer_559,SMB,Central,2023-07-06
560,Customer_560,B2C,North,2023-07-06
561,Customer_561,SMB,Central,2023-07-06
562,Customer_562,B2B,Central,2023-07-07
563,Customer_563,B2B,South,2023-07-07
564,Customer_564,B2B,North,2023-07-07
565,Customer_565,B2C,South,2023-07-08
566,Customer_566,B2C,East,2023-07-08
567,Customer_567,B2C,South,2023-07-08
568,Customer_568,B2C,South,2023-07-09
569,Customer_569,Enterprise,South,2023-07-09
570,Customer_570,B2C,North,2023-07-09
571,Customer_571,B2C,South,2023-07-10
572,Customer_572,SMB,North,2023-07-10
573,Customer_573,B2C,West,2023-07-10
574,Customer_574,B2C,East,2023-07-11
575,Customer_575,SMB,North,2023-07-11
576,Customer_576,Enterprise,West,2023-07-11
577,Customer_577,B2B,North,2023-07-12
578,Customer_578,Enterprise,North,2023-07-12
579,Customer_579,B2C,East,2023-07-12
580,Customer_580,B2C,Central,2023-07-13
581,Customer_581,B2C,Central,2023-07-13
582,Customer_582,Enterprise,North,2023-07-13
583,Customer_583,B2C,South,2023-07-14
584,Customer_584,B2C,West,2023-07-14
585,Customer_585,B2C,South,2023-07-14
586,Customer_586,B2B,South,2023-07-15
587,Customer_587,B2B,North,2023-07-15
588,Customer_588,B2B,North,2023-07-15
589,Customer_589,B2B,North,2023-07-16
590,Customer_590,B2B,North,2023-07-16
591,Customer_591,B2B,Central,2023-07-16
592,Customer_592,B2C,North,2023-07-17
593,Customer_593,B2B,Central,2023-07-17
594,Customer_594,B2C,Central,2023-07-17
595,Customer_595,SMB,North,2023-07-18
596,Customer_596,B2C,East,2023-07-18
597,Customer_597,B2C,West,2023-07-18
598,Customer_598,B2B,South,2023-07-19
599,Customer_599,B2B,Central,2023-07-19
600,Customer_600,B2B,West,2023-07-19
601,Customer_601,B2B,East,2023-07-20
602,Customer_602,B2C,South,2023-07-20
603,Customer_603,B2B,South,2023-07-20
604,Customer_604,B2B,Central,2023-07-21
605,Customer_605,B2B,North,2023-07-21
606,Customer_606,B2C,East,2023-07-21
607,Customer_607,B2B,Central,2023-07-22
608,Customer_608,B2C,East,2023-07-22
609,Customer_609,B2C,North,2023-07-22
610,Customer_610,B2C,North,2023-07-23
611,Customer_611,B2B,Central,2023-07-23
612,Customer_612,SMB,North,2023-07-23
613,Customer_613,B2C,West,2023-07-24
614,Customer_614,B2B,South,2023-07-24
615,Customer_615,SMB,Central,2023-07-24
616,Customer_616,Enterprise,East,2023-07-25
617,Customer_617,B2B,West,2023-07-25
618,Customer_618,B2C,Central,2023-07-25
619,Customer_619,SMB,North,2023-07-26
620,Customer_620,SMB,North,2023-07-26
621,Customer_621,B2B,North,2023-07-26
622,Customer_622,B2B,North,2023-07-27
623,Customer_623,B2C,East,2023-07-27
624,Customer_624,B2C,West,2023-07-27
625,Customer_625,B2C,South,2023-07-28
626,Customer_626,B2C,East,2023-07-28
627,Customer_627,B2C,East,2023-07-28
628,Customer_628,SMB,South,2023-07-29
629,Customer_629,B2B,South,2023-07-29
630,Customer_630,B2C,North,2023-07-29
631,Customer_631,SMB,East,2023-07-30
632,Customer_632,SMB,Central,2023-07-30
633,Customer_633,B2C,South,2023-07-30
634,Customer_634,B2C,South,2023-07-31
635,Customer_635,B2B,West,2023-07-31
636,Customer_636,B2C,Central,2023-07-31
637,Customer_637,B2C,Central,2023-08-01
638,Customer_638,B2B,South,2023-08-01
639,Customer_639,B2C,North,2023-08-01
640,Customer_640,B2C,West,2023-08-02
641,Customer_641,B2B,Central,2023-08-02
642,Customer_642,B2C,South,2023-08-02
643,Customer_643,B2B,Central,2023-08-03
644,Customer_644,B2C,West,2023-08-03
645,Customer_645,B2B,West,2023-08-03
646,Customer_646,SMB,East,2023-08-04
647,Customer_647,B2C,South,2023-08-04
648,Customer_648,B2C,West,2023-08-04
649,Customer_649,SMB,East,2023-08-05
650,Customer_650,B2C,East,2023-08-05
651,Customer_651,B2B,Central,2023-08-05
