transaction_id,customer_id,transaction_date,amount,product_category,status,day_of_week,hour,week_num,days_since_last_purchase,churn_risk
TXN_00083,CUST_006,2025-01-29 22:10:22,61.44,Add-On,completed,Wednesday,22,5,448,High
TXN_00084,CUST_003,2025-05-30 21:10:11,205.29,Add-On,completed,Friday,21,22,422,High
TXN_00085,CUST_021,2025-04-24 08:34:54,459.5,Refund,completed,Thursday,8,17,442,High
TXN_00086,CUST_047,2025-05-07 01:08:42,319.11,One-Time,pending,Wednesday,1,19,430,High
TXN_00087,CUST_035,2025-01-18 12:01:08,96.98,One-Time,completed,Saturday,12,3,421,High
TXN_00088,CUST_005,2025-02-26 05:25:26,176.04,One-Time,completed,Wednesday,5,9,423,High
TXN_00089,CUST_042,2025-05-19 05:05:08,103.89,Subscription,completed,Monday,5,21,430,High
TXN_00090,CUST_043,2025-05-30 19:21:44,22.16,Subscription,completed,Friday,19,22,418,High
TXN_00091,CUST_041,2025-03-20 08:08:09,464.46,Subscription,completed,Thursday,8,12,423,High
TXN_00092,CUST_046,2025-05-25 20:34:55,229.62,One-Time,completed,Sunday,20,21,425,High
TXN_00093,CUST_012,2025-06-01 12:06:31,160.69,Subscription,pending,Sunday,12,22,434,High
TXN_00094,CUST_049,2025-03-11 17:54:23,303.25,Subscription,completed,Tuesday,17,11,430,High
TXN_00095,CUST_017,2025-06-11 15:44:18,13.58,One-Time,pending,Wednesday,15,24,435,High
TXN_00096,CUST_041,2025-02-21 21:34:38,146.23,Subscription,completed,Friday,21,8,423,High
TXN_00097,CUST_029,2025-02-13 02:53:22,354.49,Subscription,completed,Thursday,2,7,422,High
TXN_00098,CUST_039,2025-05-03 20:22:50,320.55,Add-On,completed,Saturday,20,18,418,High
TXN_00099,CUST_032,2025-04-25 14:48:39,491.08,Add-On,pending,Friday,14,17,421,High
TXN_00100,CUST_033,2025-01-26 03:43:50,313.98,Subscription,completed,Sunday,3,4,432,High
TXN_00101,CUST_031,2025-05-30 21:25:21,243.98,Subscription,pending,Friday,21,22,433,High
TXN_00102,CUST_039,2025-02-05 23:36:12,383.1,Subscription,completed,Wednesday,23,6,418,High
TXN_00103,CUST_037,2025-05-25 21:09:51,452.63,One-Time,completed,Sunday,21,21,425,High
TXN_00104,CUST_007,2025-01-02 07:48:18,363.14,Add-On,pending,Thursday,7,1,424,High
TXN_00105,CUST_042,2025-05-24 10:21:35,481.97,Subscription,completed,Saturday,10,21,430,High
TXN_00106,CUST_027,2025-05-22 15:30:47,393.18,One-Time,completed,Thursday,15,21,430,High
TXN_00107,CUST_017,2025-05-21 11:10:25,434.73,Subscription,failed,Wednesday,11,21,435,High
TXN_00108,CUST_026,2025-04-30 16:09:20,65.91,Subscription,completed,Wednesday,16,18,474,High
TXN_00109,CUST_049,2025-03-26 21:10:12,368.88,Refund,completed,Wednesday,21,13,430,High
TXN_00110,CUST_043,2025-05-07 22:18:51,225.64,Subscription,completed,Wednesday,22,19,418,High
TXN_00111,CUST_042,2025-02-19 21:09:55,281.02,Subscription,completed,Wednesday,21,8,430,High
TXN_00112,CUST_024,2025-05-21 12:44:57,330.51,Subscription,completed,Wednesday,12,21,445,High
TXN_00113,CUST_040,2025-04-11 00:23:41,485.21,One-Time,completed,Friday,0,15,463,High
TXN_00114,CUST_020,2025-03-24 14:30:58,492.44,Add-On,completed,Monday,14,13,514,High
TXN_00115,CUST_035,2025-04-02 00:13:08,151.23,Refund,pending,Wednesday,0,14,421,High
TXN_00116,CUST_032,2025-04-13 08:57:43,369.54,Subscription,completed,Sunday,8,15,421,High
TXN_00117,CUST_013,2025-01-07 16:58:23,377.49,Subscription,completed,Tuesday,16,2,448,High
TXN_00118,CUST_014,2025-01-26 03:55:22,179.78,One-Time,completed,Sunday,3,4,480,High
TXN_00119,CUST_004,2025-02-14 04:28:43,70.7,Subscription,failed,Friday,4,7,506,High
TXN_00120,CUST_007,2025-01-21 14:46:11,30.06,Add-On,completed,Tuesday,14,4,424,High
TXN_00121,CUST_022,2025-03-21 03:07:50,390.9,One-Time,completed,Friday,3,12,488,High
TXN_00122,CUST_024,2025-05-01 07:30:02,249.95,Subscription,completed,Thursday,7,18,445,High
TXN_00123,CUST_009,2025-04-28 19:07:57,492.91,Add-On,pending,Monday,19,18,417,High
TXN_00124,CUST_021,2025-03-26 19:08:08,237.84,Subscription,completed,Wednesday,19,13,442,High
TXN_00125,CUST_031,2025-06-03 21:56:44,489.18,Subscription,completed,Tuesday,21,23,433,High
TXN_00126,CUST_012,2025-04-12 17:49:11,211.67,One-Time,completed,Saturday,17,15,434,High
TXN_00127,CUST_017,2025-01-15 06:07:58,398.9,One-Time,completed,Wednesday,6,3,435,High
TXN_00128,CUST_019,2025-05-18 16:47:42,51.56,One-Time,completed,Sunday,16,20,418,High
TXN_00129,CUST_026,2025-04-14 10:16:28,282.18,One-Time,completed,Monday,10,16,474,High
TXN_00130,CUST_019,2025-04-25 05:58:59,403.01,Refund,completed,Friday,5,17,418,High
TXN_00131,CUST_037,2025-04-12 18:24:45,463.1,Refund,completed,Saturday,18,15,425,High
TXN_00132,CUST_017,2025-04-10 15:27:46,413.07,One-Time,pending,Thursday,15,15,435,High
TXN_00133,CUST_022,2025-01-17 07:14:49,28.12,Subscription,completed,Friday,7,3,488,High
TXN_00134,CUST_019,2025-04-11 15:46:29,192.62,One-Time,completed,Friday,15,15,418,High
TXN_00135,CUST_010,2025-05-24 02:01:21,33.86,Refund,failed,Saturday,2,21,422,High
TXN_00136,CUST_035,2025-02-24 17:03:51,63.55,Subscription,completed,Monday,17,9,421,High
TXN_00137,CUST_012,2025-04-19 12:15:40,340.9,Subscription,completed,Saturday,12,16,434,High
TXN_00138,CUST_015,2025-01-06 13:07:58,359.5,Subscription,pending,Monday,13,2,422,High
TXN_00139,CUST_040,2025-03-04 13:11:47,389.12,Subscription,completed,Tuesday,13,10,463,High
TXN_00140,CUST_048,2025-03-20 14:37:08,434.07,One-Time,completed,Thursday,14,12,453,High
TXN_00141,CUST_034,2025-06-26 21:25:47,372.32,Subscription,completed,Thursday,21,26,420,High
TXN_00142,CUST_046,2025-02-08 15:00:20,402.43,One-Time,completed,Saturday,15,6,425,High
TXN_00143,CUST_043,2025-02-19 18:41:19,33.99,Add-On,completed,Wednesday,18,8,418,High
TXN_00144,CUST_025,2025-03-15 12:50:37,124.92,Add-On,completed,Saturday,12,11,442,High
TXN_00145,CUST_039,2025-06-28 16:18:55,314.73,Subscription,completed,Saturday,16,26,418,High
TXN_00146,CUST_017,2025-06-03 14:42:04,430.48,Subscription,completed,Tuesday,14,23,435,High
TXN_00147,CUST_024,2025-01-07 05:52:24,12.21,One-Time,completed,Tuesday,5,2,445,High
TXN_00148,CUST_027,2025-02-12 02:37:06,262.17,Add-On,completed,Wednesday,2,7,430,High
TXN_00149,CUST_049,2025-05-28 21:38:01,341.87,Subscription,pending,Wednesday,21,22,430,High
TXN_00150,CUST_043,2025-01-11 11:52:04,24.51,Add-On,pending,Saturday,11,2,418,High
TXN_00151,CUST_025,2025-06-04 00:29:53,206.66,Subscription,completed,Wednesday,0,23,442,High
TXN_00152,CUST_033,2025-02-20 15:34:42,448.86,Add-On,completed,Thursday,15,8,432,High
TXN_00153,CUST_011,2025-06-15 04:15:25,339.09,Subscription,completed,Sunday,4,24,431,High
TXN_00154,CUST_041,2025-02-22 20:19:30,126.45,Subscription,completed,Saturday,20,8,423,High
TXN_00155,CUST_028,2025-03-20 04:14:54,427.86,One-Time,pending,Thursday,4,12,422,High
TXN_00156,CUST_027,2025-04-30 03:28:45,180.54,Subscription,completed,Wednesday,3,18,430,High
TXN_00157,CUST_039,2025-01-23 17:31:57,428.14,Subscription,completed,Thursday,17,4,418,High
TXN_00158,CUST_032,2025-04-11 06:22:44,156.48,Subscription,pending,Friday,6,15,421,High
TXN_00159,CUST_004,2025-04-01 21:40:00,299.26,Subscription,completed,Tuesday,21,14,506,High
TXN_00160,CUST_015,2025-05-22 02:26:24,204.5,One-Time,completed,Thursday,2,21,422,High
TXN_00161,CUST_009,2025-06-29 07:10:54,144.66,Subscription,completed,Sunday,7,26,417,High
TXN_00162,CUST_037,2025-04-30 13:50:04,444.41,One-Time,completed,Wednesday,13,18,425,High
TXN_00163,CUST_002,2025-03-15 15:41:07,101.92,Add-On,completed,Saturday,15,11,429,High
TXN_00164,CUST_011,2025-03-15 03:35:28,51.56,Subscription,completed,Saturday,3,11,431,High
TXN_00165,CUST_030,2025-03-17 05:34:54,177.54,Subscription,pending,Monday,5,12,423,High
TXN_00166,CUST_035,2025-05-27 12:34:05,361.64,Add-On,pending,Tuesday,12,22,421,High
TXN_00167,CUST_026,2025-02-27 19:39:07,405.64,Add-On,pending,Thursday,19,9,474,High
TXN_00168,CUST_044,2025-01-31 01:19:22,499.38,One-Time,completed,Friday,1,5,430,High
TXN_00169,CUST_046,2025-03-02 04:08:20,155.22,Add-On,completed,Sunday,4,9,425,High
TXN_00170,CUST_007,2025-01-05 02:06:58,209.89,Subscription,pending,Sunday,2,1,424,High
TXN_00171,CUST_048,2025-01-20 02:32:09,77.04,Subscription,completed,Monday,2,4,453,High
TXN_00172,CUST_031,2025-01-17 05:00:24,291.69,One-Time,completed,Friday,5,3,433,High
TXN_00173,CUST_032,2025-05-19 21:06:23,498.81,Subscription,completed,Monday,21,21,421,High
TXN_00174,CUST_005,2025-05-11 00:35:32,353.43,One-Time,completed,Sunday,0,19,423,High
TXN_00175,CUST_032,2025-05-06 10:02:59,301.65,One-Time,completed,Tuesday,10,19,421,High
TXN_00176,CUST_037,2025-03-25 03:18:34,202.26,One-Time,pending,Tuesday,3,13,425,High
TXN_00177,CUST_030,2025-05-10 01:41:33,458.5,Subscription,completed,Saturday,1,19,423,High
TXN_00178,CUST_005,2025-01-30 00:41:38,253.49,Subscription,completed,Thursday,0,5,423,High
TXN_00179,CUST_027,2025-06-12 02:41:08,75.84,Subscription,pending,Thursday,2,24,430,High
TXN_00180,CUST_047,2025-04-01 04:30:48,189.04,Subscription,completed,Tuesday,4,14,430,High
TXN_00181,CUST_037,2025-06-18 20:22:55,42.91,One-Time,completed,Wednesday,20,25,425,High
TXN_00182,CUST_007,2025-01-28 09:59:17,108.97,Subscription,pending,Tuesday,9,5,424,High
TXN_00183,CUST_048,2025-03-31 12:27:57,18.66,Subscription,completed,Monday,12,14,453,High
TXN_00184,CUST_048,2025-05-06 08:06:14,232.11,Subscription,completed,Tuesday,8,19,453,High
TXN_00185,CUST_009,2025-03-31 05:06:13,320.92,Subscription,completed,Monday,5,14,417,High
TXN_00186,CUST_041,2025-03-22 07:23:42,178.21,Add-On,completed,Saturday,7,12,423,High
TXN_00187,CUST_021,2025-01-30 22:02:41,215.99,Subscription,completed,Thursday,22,5,442,High
TXN_00188,CUST_030,2025-03-10 14:00:42,480.01,Refund,completed,Monday,14,11,423,High
TXN_00189,CUST_023,2025-02-12 23:28:12,378.46,Subscription,completed,Wednesday,23,7,426,High
TXN_00190,CUST_040,2025-02-24 06:31:56,275.02,One-Time,completed,Monday,6,9,463,High
TXN_00191,CUST_050,2025-05-04 01:35:12,149.43,Subscription,completed,Sunday,1,18,458,High
TXN_00192,CUST_040,2025-04-24 10:49:14,449.53,Subscription,pending,Thursday,10,17,463,High
TXN_00193,CUST_047,2025-04-20 07:05:18,125.2,Add-On,completed,Sunday,7,16,430,High
TXN_00194,CUST_048,2025-03-07 03:01:49,169.42,Refund,completed,Friday,3,10,453,High
TXN_00195,CUST_005,2025-06-22 17:52:19,455.44,Add-On,completed,Sunday,17,25,423,High
TXN_00196,CUST_013,2025-01-16 18:38:51,269.48,Subscription,completed,Thursday,18,3,448,High
TXN_00197,CUST_037,2025-03-03 15:59:31,373.74,Subscription,completed,Monday,15,10,425,High
TXN_00198,CUST_030,2025-01-22 05:47:07,299.46,One-Time,completed,Wednesday,5,4,423,High
TXN_00199,CUST_003,2025-03-03 00:14:14,330.19,Subscription,failed,Monday,0,10,422,High
TXN_00200,CUST_005,2025-06-23 03:23:52,156.7,One-Time,completed,Monday,3,26,423,High
TXN_00201,CUST_027,2025-03-07 22:15:30,128.27,One-Time,pending,Friday,22,10,430,High
TXN_00202,CUST_031,2025-06-13 13:04:06,168.02,One-Time,failed,Friday,13,24,433,High
TXN_00203,CUST_009,2025-03-31 02:41:01,86.17,Add-On,completed,Monday,2,14,417,High
TXN_00204,CUST_009,2025-05-06 22:44:05,438.41,One-Time,completed,Tuesday,22,19,417,High
TXN_00205,CUST_007,2025-03-24 08:02:36,148.79,Subscription,completed,Monday,8,13,424,High
TXN_00206,CUST_029,2025-02-17 20:33:29,285.13,Subscription,failed,Monday,20,8,422,High
TXN_00207,CUST_001,2025-05-18 13:28:16,398.07,One-Time,completed,Sunday,13,20,417,High
TXN_00208,CUST_029,2025-06-24 10:50:31,394.07,Subscription,completed,Tuesday,10,26,422,High
TXN_00209,CUST_024,2025-02-17 10:25:38,224.81,Subscription,pending,Monday,10,8,445,High
TXN_00210,CUST_024,2025-05-21 04:12:14,243.37,Subscription,completed,Wednesday,4,21,445,High
TXN_00211,CUST_034,2025-02-17 00:07:29,497.4,One-Time,completed,Monday,0,8,420,High
TXN_00212,CUST_027,2025-05-10 00:57:56,340.55,Add-On,completed,Saturday,0,19,430,High
TXN_00213,CUST_037,2025-05-23 00:30:30,409.17,One-Time,failed,Friday,0,21,425,High
TXN_00214,CUST_039,2025-03-22 21:14:30,452.25,Subscription,pending,Saturday,21,12,418,High
TXN_00215,CUST_047,2025-05-13 15:29:33,395.92,Subscription,completed,Tuesday,15,20,430,High
TXN_00216,CUST_040,2025-02-19 00:05:00,100.74,One-Time,completed,Wednesday,0,8,463,High
TXN_00217,CUST_026,2025-01-15 06:22:30,285.46,Subscription,completed,Wednesday,6,3,474,High
TXN_00218,CUST_025,2025-01-18 08:24:32,59.93,One-Time,completed,Saturday,8,3,442,High
TXN_00219,CUST_012,2025-03-22 11:08:32,329.93,One-Time,completed,Saturday,11,12,434,High
TXN_00220,CUST_030,2025-06-12 11:14:32,478.12,Subscription,pending,Thursday,11,24,423,High
TXN_00221,CUST_007,2025-01-23 23:07:55,261.24,Subscription,completed,Thursday,23,4,424,High
TXN_00222,CUST_047,2025-03-24 00:57:12,222.16,Subscription,completed,Monday,0,13,430,High
TXN_00223,CUST_043,2025-05-07 17:25:06,27.56,Add-On,completed,Wednesday,17,19,418,High
TXN_00224,CUST_006,2025-02-06 10:12:35,480.29,One-Time,completed,Thursday,10,6,448,High
TXN_00225,CUST_040,2025-05-10 21:22:58,60.47,Subscription,completed,Saturday,21,19,463,High
TXN_00226,CUST_006,2025-02-25 01:43:57,30.13,Add-On,completed,Tuesday,1,9,448,High
TXN_00227,CUST_037,2025-05-26 13:24:51,130.57,Subscription,completed,Monday,13,22,425,High
TXN_00228,CUST_005,2025-04-15 06:13:42,42.11,Subscription,pending,Tuesday,6,16,423,High
TXN_00229,CUST_025,2025-04-09 10:38:21,233.01,Add-On,completed,Wednesday,10,15,442,High
TXN_00230,CUST_033,2025-02-01 19:39:30,262.88,Subscription,completed,Saturday,19,5,432,High
TXN_00231,CUST_037,2025-03-25 09:02:58,163.16,Subscription,pending,Tuesday,9,13,425,High
TXN_00232,CUST_021,2025-06-04 04:34:25,34.97,One-Time,completed,Wednesday,4,23,442,High
TXN_00233,CUST_047,2025-01-04 12:20:37,64.68,Subscription,completed,Saturday,12,1,430,High
TXN_00234,CUST_039,2025-05-17 12:48:15,198.41,One-Time,completed,Saturday,12,20,418,High
TXN_00235,CUST_011,2025-03-30 16:44:00,39.66,Subscription,pending,Sunday,16,13,431,High
TXN_00236,CUST_034,2025-05-10 12:04:47,352.11,Subscription,completed,Saturday,12,19,420,High
TXN_00237,CUST_037,2025-04-30 09:26:50,111.44,Subscription,pending,Wednesday,9,18,425,High
TXN_00238,CUST_017,2025-03-19 18:38:30,158.02,Subscription,completed,Wednesday,18,12,435,High
TXN_00239,CUST_037,2025-02-25 13:26:32,203.12,Subscription,completed,Tuesday,13,9,425,High
TXN_00240,CUST_045,2025-04-23 21:58:27,214.14,Subscription,completed,Wednesday,21,17,422,High
TXN_00241,CUST_041,2025-01-26 05:46:07,10.81,Add-On,completed,Sunday,5,4,423,High
TXN_00242,CUST_039,2025-04-16 03:18:11,64.91,Subscription,completed,Wednesday,3,16,418,High
TXN_00243,CUST_032,2025-01-18 01:04:51,432.75,Subscription,completed,Saturday,1,3,421,High
TXN_00244,CUST_014,2025-04-27 23:20:14,10.6,Subscription,failed,Sunday,23,17,480,High
TXN_00245,CUST_040,2025-04-24 04:10:46,259.0,Subscription,completed,Thursday,4,17,463,High
TXN_00246,CUST_019,2025-01-16 04:47:58,249.86,Subscription,completed,Thursday,4,3,418,High
TXN_00247,CUST_027,2025-05-17 08:20:51,173.22,One-Time,completed,Saturday,8,20,430,High
TXN_00248,CUST_016,2025-03-16 20:17:16,221.35,Subscription,completed,Sunday,20,11,430,High
TXN_00249,CUST_016,2025-05-22 15:20:58,392.48,Add-On,completed,Thursday,15,21,430,High
TXN_00250,CUST_008,2025-01-08 11:46:23,422.19,Add-On,completed,Wednesday,11,2,418,High
TXN_00251,CUST_049,2025-02-02 07:15:07,137.57,Subscription,completed,Sunday,7,5,430,High
TXN_00252,CUST_008,2025-03-30 22:02:25,168.02,Subscription,completed,Sunday,22,13,418,High
TXN_00253,CUST_005,2025-02-03 21:07:57,128.82,Subscription,pending,Monday,21,6,423,High
TXN_00254,CUST_047,2025-03-01 09:00:01,245.13,One-Time,pending,Saturday,9,9,430,High
TXN_00255,CUST_028,2025-04-29 21:47:16,344.8,Subscription,completed,Tuesday,21,18,422,High
TXN_00256,CUST_022,2025-01-27 00:20:40,121.84,Add-On,completed,Monday,0,5,488,High
TXN_00257,CUST_037,2025-05-02 23:40:36,172.06,One-Time,completed,Friday,23,18,425,High
TXN_00258,CUST_020,2025-01-19 14:42:02,465.89,Add-On,failed,Sunday,14,3,514,High
TXN_00259,CUST_007,2025-02-01 12:47:59,33.8,One-Time,pending,Saturday,12,5,424,High
TXN_00260,CUST_037,2025-04-16 18:37:28,235.78,Refund,pending,Wednesday,18,16,425,High
TXN_00261,CUST_009,2025-05-23 19:50:51,358.66,Subscription,completed,Friday,19,21,417,High
TXN_00262,CUST_028,2025-01-31 16:57:41,83.72,Subscription,completed,Friday,16,5,422,High
TXN_00263,CUST_048,2025-02-23 23:58:07,33.21,Subscription,completed,Sunday,23,8,453,High
TXN_00264,CUST_047,2025-06-16 12:31:08,77.72,Add-On,completed,Monday,12,25,430,High
TXN_00265,CUST_019,2025-06-28 03:26:00,460.22,One-Time,completed,Saturday,3,26,418,High
TXN_00266,CUST_040,2025-04-15 14:11:02,14.54,Add-On,completed,Tuesday,14,16,463,High
TXN_00267,CUST_031,2025-03-22 11:12:17,102.28,Subscription,failed,Saturday,11,12,433,High
TXN_00268,CUST_024,2025-03-04 10:28:39,25.33,Refund,completed,Tuesday,10,10,445,High
TXN_00269,CUST_007,2025-04-21 05:47:32,64.21,Subscription,completed,Monday,5,17,424,High
TXN_00270,CUST_019,2025-04-17 08:45:17,313.87,Subscription,pending,Thursday,8,16,418,High
TXN_00271,CUST_033,2025-02-23 01:19:59,128.4,Refund,completed,Sunday,1,8,432,High
TXN_00272,CUST_050,2025-01-05 02:30:45,288.91,Subscription,completed,Sunday,2,1,458,High
