customer_id,customer_name,customer_segment,region,signup_date,order_id,order_amount,order_status,order_date
19,Customer_19,B2C,South,2023-01-07,54711.0,74.91,completed,2024-05-27
20,Customer_20,B2C,Central,2023-01-07,50157.0,18.38,pending,2024-01-05
20,Customer_20,B2C,Central,2023-01-07,50409.0,221.7,completed,2024-01-13
20,Customer_20,B2C,Central,2023-01-07,52706.0,237.25,completed,2024-03-25
20,Customer_20,B2C,Central,2023-01-07,53824.0,85.96,completed,2024-04-29
20,Customer_20,B2C,Central,2023-01-07,53980.0,339.56,completed,2024-05-04
20,Customer_20,B2C,Central,2023-01-07,54271.0,216.02,completed,2024-05-13
21,Customer_21,B2C,North,2023-01-07,50379.0,187.2,completed,2024-01-12
21,Customer_21,B2C,North,2023-01-07,50869.0,136.41,cancelled,2024-01-28
21,Customer_21,B2C,North,2023-01-07,51156.0,26.55,completed,2024-02-06
21,Customer_21,B2C,North,2023-01-07,53976.0,107.55,completed,2024-05-04
22,Customer_22,B2B,East,2023-01-08,50343.0,189.03,completed,2024-01-11
22,Customer_22,B2B,East,2023-01-08,51244.0,25.64,completed,2024-02-08
22,Customer_22,B2B,East,2023-01-08,51462.0,69.65,completed,2024-02-15
22,Customer_22,B2B,East,2023-01-08,52815.0,227.13,completed,2024-03-28
22,Customer_22,B2B,East,2023-01-08,53637.0,262.15,completed,2024-04-23
22,Customer_22,B2B,East,2023-01-08,54008.0,386.81,completed,2024-05-05
22,Customer_22,B2B,East,2023-01-08,54132.0,184.87,completed,2024-05-09
22,Customer_22,B2B,East,2023-01-08,54251.0,29.1,completed,2024-05-12
22,Customer_22,B2B,East,2023-01-08,54701.0,83.61,cancelled,2024-05-26
23,Customer_23,B2C,South,2023-01-08,50125.0,70.41,completed,2024-01-04
23,Customer_23,B2C,South,2023-01-08,52255.0,45.48,completed,2024-03-11
23,Customer_23,B2C,South,2023-01-08,52699.0,342.28,completed,2024-03-25
23,Customer_23,B2C,South,2023-01-08,53094.0,341.93,pending,2024-04-06
24,Customer_24,B2C,East,2023-01-08,,,,
25,Customer_25,B2C,Central,2023-01-09,50296.0,120.44,completed,2024-01-10
25,Customer_25,B2C,Central,2023-01-09,50824.0,63.65,pending,2024-01-26
25,Customer_25,B2C,Central,2023-01-09,51060.0,291.31,pending,2024-02-03
25,Customer_25,B2C,Central,2023-01-09,53035.0,336.81,shipped,2024-04-04
25,Customer_25,B2C,Central,2023-01-09,53063.0,297.16,pending,2024-04-05
25,Customer_25,B2C,Central,2023-01-09,53642.0,92.0,completed,2024-04-23
25,Customer_25,B2C,Central,2023-01-09,53661.0,205.94,completed,2024-04-24
25,Customer_25,B2C,Central,2023-01-09,54228.0,176.61,pending,2024-05-12
25,Customer_25,B2C,Central,2023-01-09,54435.0,212.86,completed,2024-05-18
25,Customer_25,B2C,Central,2023-01-09,54855.0,523.62,completed,2024-05-31
26,Customer_26,SMB,South,2023-01-09,50420.0,260.99,pending,2024-01-14
26,Customer_26,SMB,South,2023-01-09,50489.0,24.53,shipped,2024-01-16
26,Customer_26,SMB,South,2023-01-09,52430.0,236.39,completed,2024-03-16
26,Customer_26,SMB,South,2023-01-09,52928.0,129.18,shipped,2024-04-01
26,Customer_26,SMB,South,2023-01-09,54611.0,71.07,completed,2024-05-24
27,Customer_27,B2B,West,2023-01-09,50688.0,21.36,completed,2024-01-22
27,Customer_27,B2B,West,2023-01-09,51965.0,22.15,completed,2024-03-02
27,Customer_27,B2B,West,2023-01-09,52431.0,15.33,shipped,2024-03-16
28,Customer_28,B2C,East,2023-01-10,51221.0,57.92,completed,2024-02-08
28,Customer_28,B2C,East,2023-01-10,52190.0,303.09,shipped,2024-03-09
28,Customer_28,B2C,East,2023-01-10,53326.0,467.73,shipped,2024-04-13
28,Customer_28,B2C,East,2023-01-10,53765.0,299.24,completed,2024-04-27
29,Customer_29,B2C,South,2023-01-10,51436.0,20.33,shipped,2024-02-14
29,Customer_29,B2C,South,2023-01-10,51835.0,190.5,completed,2024-02-27
29,Customer_29,B2C,South,2023-01-10,53045.0,151.75,completed,2024-04-05
29,Customer_29,B2C,South,2023-01-10,54530.0,137.07,completed,2024-05-21
30,Customer_30,B2B,East,2023-01-10,50593.0,38.95,pending,2024-01-19
30,Customer_30,B2B,East,2023-01-10,50804.0,96.68,completed,2024-01-26
30,Customer_30,B2B,East,2023-01-10,51239.0,92.98,completed,2024-02-08
30,Customer_30,B2B,East,2023-01-10,51323.0,33.84,completed,2024-02-11
30,Customer_30,B2B,East,2023-01-10,51947.0,180.29,cancelled,2024-03-01
30,Customer_30,B2B,East,2023-01-10,53706.0,185.35,completed,2024-04-25
30,Customer_30,B2B,East,2023-01-10,54626.0,546.1,cancelled,2024-05-24
31,Customer_31,B2C,South,2023-01-11,50182.0,32.11,completed,2024-01-06
31,Customer_31,B2C,South,2023-01-11,51442.0,23.05,completed,2024-02-15
31,Customer_31,B2C,South,2023-01-11,52452.0,182.06,completed,2024-03-17
31,Customer_31,B2C,South,2023-01-11,53991.0,29.38,shipped,2024-05-04
31,Customer_31,B2C,South,2023-01-11,54829.0,176.98,completed,2024-05-30
32,Customer_32,B2B,North,2023-01-11,52524.0,47.78,cancelled,2024-03-19
32,Customer_32,B2B,North,2023-01-11,53395.0,331.71,shipped,2024-04-16
32,Customer_32,B2B,North,2023-01-11,54610.0,33.98,shipped,2024-05-24
33,Customer_33,B2B,East,2023-01-11,53426.0,350.28,completed,2024-04-17
33,Customer_33,B2B,East,2023-01-11,53644.0,530.37,completed,2024-04-23
33,Customer_33,B2B,East,2023-01-11,54916.0,457.75,completed,2024-06-02
34,Customer_34,Enterprise,West,2023-01-12,52498.0,20.88,completed,2024-03-19
35,Customer_35,Enterprise,West,2023-01-12,50917.0,60.69,shipped,2024-01-29
35,Customer_35,Enterprise,West,2023-01-12,51159.0,29.98,completed,2024-02-06
35,Customer_35,Enterprise,West,2023-01-12,52504.0,36.29,completed,2024-03-19
35,Customer_35,Enterprise,West,2023-01-12,53314.0,23.38,completed,2024-04-13
35,Customer_35,Enterprise,West,2023-01-12,54683.0,56.58,completed,2024-05-26
35,Customer_35,Enterprise,West,2023-01-12,54994.0,434.27,completed,2024-06-05
36,Customer_36,SMB,Central,2023-01-12,53857.0,401.72,pending,2024-04-30
36,Customer_36,SMB,Central,2023-01-12,54333.0,176.74,completed,2024-05-15
37,Customer_37,B2C,South,2023-01-13,52051.0,110.38,completed,2024-03-05
38,Customer_38,B2B,East,2023-01-13,51352.0,233.62,shipped,2024-02-12
38,Customer_38,B2B,East,2023-01-13,51616.0,257.62,shipped,2024-02-20
38,Customer_38,B2B,East,2023-01-13,51944.0,202.36,shipped,2024-03-01
38,Customer_38,B2B,East,2023-01-13,53425.0,198.98,shipped,2024-04-17
39,Customer_39,B2C,Central,2023-01-13,50769.0,197.79,completed,2024-01-25
39,Customer_39,B2C,Central,2023-01-13,51227.0,115.88,completed,2024-02-08
39,Customer_39,B2C,Central,2023-01-13,51407.0,416.09,shipped,2024-02-13
39,Customer_39,B2C,Central,2023-01-13,51922.0,405.98,pending,2024-03-01
39,Customer_39,B2C,Central,2023-01-13,52690.0,17.37,completed,2024-03-25
39,Customer_39,B2C,Central,2023-01-13,54026.0,96.86,completed,2024-05-05
39,Customer_39,B2C,Central,2023-01-13,54196.0,298.97,cancelled,2024-05-11
40,Customer_40,B2C,East,2023-01-14,51196.0,153.39,completed,2024-02-07
40,Customer_40,B2C,East,2023-01-14,51665.0,435.36,completed,2024-02-22
40,Customer_40,B2C,East,2023-01-14,52078.0,130.28,completed,2024-03-05
40,Customer_40,B2C,East,2023-01-14,53561.0,30.13,completed,2024-04-21
40,Customer_40,B2C,East,2023-01-14,54771.0,28.78,pending,2024-05-29
41,Customer_41,B2B,South,2023-01-14,50401.0,54.84,completed,2024-01-13
41,Customer_41,B2B,South,2023-01-14,52320.0,211.54,completed,2024-03-13
41,Customer_41,B2B,South,2023-01-14,52548.0,59.54,completed,2024-03-20
41,Customer_41,B2B,South,2023-01-14,53028.0,52.07,completed,2024-04-04
41,Customer_41,B2B,South,2023-01-14,54561.0,38.78,pending,2024-05-22
41,Customer_41,B2B,South,2023-01-14,54595.0,160.82,shipped,2024-05-23
41,Customer_41,B2B,South,2023-01-14,54880.0,33.93,completed,2024-06-01
42,Customer_42,B2C,West,2023-01-14,50996.0,148.82,completed,2024-02-01
42,Customer_42,B2C,West,2023-01-14,51603.0,29.37,pending,2024-02-20
42,Customer_42,B2C,West,2023-01-14,53030.0,25.1,completed,2024-04-04
43,Customer_43,B2B,North,2023-01-15,50541.0,383.28,completed,2024-01-17
43,Customer_43,B2B,North,2023-01-15,50701.0,97.96,shipped,2024-01-22
43,Customer_43,B2B,North,2023-01-15,51230.0,40.42,pending,2024-02-08
43,Customer_43,B2B,North,2023-01-15,52952.0,302.75,completed,2024-04-02
43,Customer_43,B2B,North,2023-01-15,53380.0,229.56,completed,2024-04-15
43,Customer_43,B2B,North,2023-01-15,53712.0,209.53,completed,2024-04-25
43,Customer_43,B2B,North,2023-01-15,54774.0,140.52,shipped,2024-05-29
44,Customer_44,Enterprise,West,2023-01-15,50754.0,104.97,completed,2024-01-24
44,Customer_44,Enterprise,West,2023-01-15,51346.0,59.45,completed,2024-02-12
44,Customer_44,Enterprise,West,2023-01-15,51854.0,219.17,pending,2024-02-27
44,Customer_44,Enterprise,West,2023-01-15,51924.0,478.08,completed,2024-03-01
44,Customer_44,Enterprise,West,2023-01-15,52860.0,271.79,completed,2024-03-30
44,Customer_44,Enterprise,West,2023-01-15,53324.0,69.67,completed,2024-04-13
44,Customer_44,Enterprise,West,2023-01-15,53358.0,135.33,completed,2024-04-14
44,Customer_44,Enterprise,West,2023-01-15,54263.0,88.07,completed,2024-05-13
45,Customer_45,B2C,Central,2023-01-15,50052.0,43.96,pending,2024-01-02
45,Customer_45,B2C,Central,2023-01-15,50066.0,25.32,pending,2024-01-03
45,Customer_45,B2C,Central,2023-01-15,51474.0,232.15,pending,2024-02-16
45,Customer_45,B2C,Central,2023-01-15,51993.0,38.84,completed,2024-03-03
45,Customer_45,B2C,Central,2023-01-15,53141.0,26.05,completed,2024-04-08
45,Customer_45,B2C,Central,2023-01-15,54053.0,87.15,completed,2024-05-06
46,Customer_46,B2C,North,2023-01-16,51885.0,182.26,pending,2024-02-28
46,Customer_46,B2C,North,2023-01-16,52549.0,43.89,completed,2024-03-20
47,Customer_47,B2C,Central,2023-01-16,50110.0,166.68,completed,2024-01-04
47,Customer_47,B2C,Central,2023-01-16,51388.0,106.75,completed,2024-02-13
47,Customer_47,B2C,Central,2023-01-16,52494.0,21.71,completed,2024-03-18
47,Customer_47,B2C,Central,2023-01-16,54514.0,140.08,completed,2024-05-21
47,Customer_47,B2C,Central,2023-01-16,54676.0,63.47,completed,2024-05-26
48,Customer_48,B2C,South,2023-01-16,50180.0,251.87,cancelled,2024-01-06
48,Customer_48,B2C,South,2023-01-16,50345.0,171.84,completed,2024-01-11
48,Customer_48,B2C,South,2023-01-16,51421.0,175.53,completed,2024-02-14
48,Customer_48,B2C,South,2023-01-16,52347.0,70.35,completed,2024-03-14
48,Customer_48,B2C,South,2023-01-16,53256.0,195.95,shipped,2024-04-11
48,Customer_48,B2C,South,2023-01-16,53577.0,56.74,completed,2024-04-21
49,Customer_49,B2C,North,2023-01-17,52037.0,253.05,completed,2024-03-04
49,Customer_49,B2C,North,2023-01-17,52067.0,44.18,completed,2024-03-05
49,Customer_49,B2C,North,2023-01-17,52460.0,126.88,shipped,2024-03-17
49,Customer_49,B2C,North,2023-01-17,52650.0,190.17,completed,2024-03-23
49,Customer_49,B2C,North,2023-01-17,52659.0,389.28,cancelled,2024-03-24
49,Customer_49,B2C,North,2023-01-17,53136.0,244.56,pending,2024-04-07
49,Customer_49,B2C,North,2023-01-17,54817.0,169.41,shipped,2024-05-30
50,Customer_50,B2B,Central,2023-01-17,50201.0,309.2,pending,2024-01-07
50,Customer_50,B2B,Central,2023-01-17,52578.0,108.86,completed,2024-03-21
50,Customer_50,B2B,Central,2023-01-17,53779.0,68.44,shipped,2024-04-28
50,Customer_50,B2B,Central,2023-01-17,54136.0,23.87,completed,2024-05-09
50,Customer_50,B2B,Central,2023-01-17,54620.0,22.66,completed,2024-05-24
50,Customer_50,B2B,Central,2023-01-17,54815.0,128.32,completed,2024-05-30
50,Customer_50,B2B,Central,2023-01-17,54818.0,197.3,completed,2024-05-30
51,Customer_51,Enterprise,South,2023-01-17,,,,
52,Customer_52,SMB,West,2023-01-18,50950.0,109.47,completed,2024-01-30
52,Customer_52,SMB,West,2023-01-18,51457.0,36.9,pending,2024-02-15
52,Customer_52,SMB,West,2023-01-18,53053.0,165.82,completed,2024-04-05
53,Customer_53,Enterprise,South,2023-01-18,50032.0,130.87,pending,2024-01-01
53,Customer_53,Enterprise,South,2023-01-18,50974.0,116.89,completed,2024-01-31
53,Customer_53,Enterprise,South,2023-01-18,51447.0,15.17,completed,2024-02-15
53,Customer_53,Enterprise,South,2023-01-18,51784.0,38.58,completed,2024-02-25
53,Customer_53,Enterprise,South,2023-01-18,53364.0,87.22,shipped,2024-04-15
54,Customer_54,SMB,East,2023-01-18,50759.0,125.94,completed,2024-01-24
54,Customer_54,SMB,East,2023-01-18,52924.0,49.99,completed,2024-04-01
54,Customer_54,SMB,East,2023-01-18,54207.0,17.97,completed,2024-05-11
54,Customer_54,SMB,East,2023-01-18,54258.0,172.27,shipped,2024-05-13
54,Customer_54,SMB,East,2023-01-18,54290.0,139.1,completed,2024-05-14
54,Customer_54,SMB,East,2023-01-18,54877.0,230.03,completed,2024-06-01
55,Customer_55,B2C,South,2023-01-19,50982.0,108.09,shipped,2024-01-31
55,Customer_55,B2C,South,2023-01-19,54632.0,165.33,completed,2024-05-24
56,Customer_56,Enterprise,South,2023-01-19,50095.0,75.93,completed,2024-01-03
56,Customer_56,Enterprise,South,2023-01-19,50136.0,243.46,completed,2024-01-05
56,Customer_56,Enterprise,South,2023-01-19,50304.0,69.79,completed,2024-01-10
56,Customer_56,Enterprise,South,2023-01-19,53682.0,67.76,completed,2024-04-25
57,Customer_57,B2B,East,2023-01-19,51865.0,170.16,cancelled,2024-02-28
57,Customer_57,B2B,East,2023-01-19,52590.0,67.8,completed,2024-03-21
57,Customer_57,B2B,East,2023-01-19,54347.0,51.12,completed,2024-05-15
57,Customer_57,B2B,East,2023-01-19,54977.0,212.57,completed,2024-06-04
58,Customer_58,B2B,Central,2023-01-20,52761.0,80.32,completed,2024-03-27
58,Customer_58,B2B,Central,2023-01-20,53040.0,86.85,completed,2024-04-04
58,Customer_58,B2B,Central,2023-01-20,53507.0,402.96,completed,2024-04-19
58,Customer_58,B2B,Central,2023-01-20,53913.0,192.47,shipped,2024-05-02
58,Customer_58,B2B,Central,2023-01-20,54218.0,226.54,completed,2024-05-11
58,Customer_58,B2B,Central,2023-01-20,54664.0,329.13,cancelled,2024-05-25
59,Customer_59,B2B,Central,2023-01-20,50313.0,102.18,completed,2024-01-10
59,Customer_59,B2B,Central,2023-01-20,50376.0,59.86,pending,2024-01-12
59,Customer_59,B2B,Central,2023-01-20,50905.0,46.4,completed,2024-01-29
59,Customer_59,B2B,Central,2023-01-20,51275.0,66.47,cancelled,2024-02-09
59,Customer_59,B2B,Central,2023-01-20,51639.0,144.94,completed,2024-02-21
59,Customer_59,B2B,Central,2023-01-20,52175.0,137.4,completed,2024-03-08
59,Customer_59,B2B,Central,2023-01-20,52735.0,134.05,completed,2024-03-26
59,Customer_59,B2B,Central,2023-01-20,53199.0,105.23,completed,2024-04-09
60,Customer_60,B2C,South,2023-01-20,50108.0,63.96,completed,2024-01-04
60,Customer_60,B2C,South,2023-01-20,50118.0,218.74,completed,2024-01-04
60,Customer_60,B2C,South,2023-01-20,52652.0,151.09,pending,2024-03-23
60,Customer_60,B2C,South,2023-01-20,53863.0,323.53,cancelled,2024-04-30
61,Customer_61,B2C,East,2023-01-21,50219.0,96.55,completed,2024-01-07
61,Customer_61,B2C,East,2023-01-21,53631.0,84.99,completed,2024-04-23
61,Customer_61,B2C,East,2023-01-21,54225.0,65.35,completed,2024-05-12
62,Customer_62,B2C,East,2023-01-21,51502.0,186.2,completed,2024-02-16
62,Customer_62,B2C,East,2023-01-21,52065.0,140.84,pending,2024-03-05
62,Customer_62,B2C,East,2023-01-21,54428.0,274.72,completed,2024-05-18
63,Customer_63,SMB,West,2023-01-21,52850.0,80.0,completed,2024-03-30
63,Customer_63,SMB,West,2023-01-21,53636.0,193.25,completed,2024-04-23
63,Customer_63,SMB,West,2023-01-21,54086.0,124.35,shipped,2024-05-07
63,Customer_63,SMB,West,2023-01-21,54547.0,37.77,completed,2024-05-22
63,Customer_63,SMB,West,2023-01-21,54811.0,100.36,completed,2024-05-30
64,Customer_64,B2C,Central,2023-01-22,50331.0,133.42,pending,2024-01-11
64,Customer_64,B2C,Central,2023-01-22,51369.0,51.87,completed,2024-02-12
64,Customer_64,B2C,Central,2023-01-22,51795.0,278.5,completed,2024-02-26
64,Customer_64,B2C,Central,2023-01-22,52121.0,17.54,pending,2024-03-07
64,Customer_64,B2C,Central,2023-01-22,52554.0,69.09,completed,2024-03-20
65,Customer_65,B2C,North,2023-01-22,50266.0,115.43,completed,2024-01-09
65,Customer_65,B2C,North,2023-01-22,50871.0,15.57,pending,2024-01-28
65,Customer_65,B2C,North,2023-01-22,51618.0,585.3,completed,2024-02-20
65,Customer_65,B2C,North,2023-01-22,52611.0,46.08,completed,2024-03-22
65,Customer_65,B2C,North,2023-01-22,52739.0,40.43,completed,2024-03-26
65,Customer_65,B2C,North,2023-01-22,53542.0,33.98,shipped,2024-04-20
65,Customer_65,B2C,North,2023-01-22,53587.0,150.07,completed,2024-04-22
65,Customer_65,B2C,North,2023-01-22,53929.0,42.52,completed,2024-05-02
66,Customer_66,B2C,Central,2023-01-22,51185.0,593.98,completed,2024-02-07
66,Customer_66,B2C,Central,2023-01-22,52375.0,464.9,completed,2024-03-15
66,Customer_66,B2C,Central,2023-01-22,52510.0,307.08,completed,2024-03-19
66,Customer_66,B2C,Central,2023-01-22,53466.0,203.53,completed,2024-04-18
66,Customer_66,B2C,Central,2023-01-22,53493.0,216.89,completed,2024-04-19
66,Customer_66,B2C,Central,2023-01-22,53740.0,136.04,pending,2024-04-26
66,Customer_66,B2C,Central,2023-01-22,54376.0,126.69,pending,2024-05-16
67,Customer_67,B2B,Central,2023-01-23,50507.0,173.6,shipped,2024-01-16
67,Customer_67,B2B,Central,2023-01-23,50805.0,121.44,completed,2024-01-26
68,Customer_68,SMB,West,2023-01-23,51233.0,80.18,completed,2024-02-08
68,Customer_68,SMB,West,2023-01-23,51708.0,349.88,completed,2024-02-23
68,Customer_68,SMB,West,2023-01-23,51720.0,34.42,completed,2024-02-23
68,Customer_68,SMB,West,2023-01-23,51903.0,121.98,completed,2024-02-29
68,Customer_68,SMB,West,2023-01-23,53039.0,71.4,completed,2024-04-04
68,Customer_68,SMB,West,2023-01-23,53684.0,180.25,completed,2024-04-25
68,Customer_68,SMB,West,2023-01-23,54746.0,227.87,shipped,2024-05-28
69,Customer_69,B2B,North,2023-01-23,51187.0,81.35,shipped,2024-02-07
69,Customer_69,B2B,North,2023-01-23,53333.0,95.69,shipped,2024-04-14
69,Customer_69,B2B,North,2023-01-23,53445.0,216.68,completed,2024-04-17
69,Customer_69,B2B,North,2023-01-23,53536.0,63.23,completed,2024-04-20
69,Customer_69,B2B,North,2023-01-23,53688.0,58.67,completed,2024-04-25
69,Customer_69,B2B,North,2023-01-23,53845.0,167.89,completed,2024-04-30
70,Customer_70,Enterprise,West,2023-01-24,50748.0,86.44,completed,2024-01-24
70,Customer_70,Enterprise,West,2023-01-24,51714.0,77.56,completed,2024-02-23
70,Customer_70,Enterprise,West,2023-01-24,52719.0,58.47,completed,2024-03-25
70,Customer_70,Enterprise,West,2023-01-24,53956.0,99.56,shipped,2024-05-03
70,Customer_70,Enterprise,West,2023-01-24,54417.0,123.25,completed,2024-05-18
